post_id,comment_id,created_at,username,text,parent_comment_id,comments,timestamp
DPiRgn6k9BI,18057823214253535,2025-11-04 14:49:53 WIB,nelchia,"['rugi', 'sikap', 'sopir']",,"Yang dirugikan, saya tdk terima dengan attitudenya sopir tersebut",1762242593
DPiRgn6k9BI,18080173868035239,2025-11-04 14:53:57 WIB,nelchia,"['nomor', 'polisi', 'foto', 'kirim']",,"@nelchia nopol L8287 BAA, foto sdh saya kirimkan",1762242837
DPiRgn6k9BI,18084581317786187,2025-11-04 17:05:33 WIB,kakak_mondy_,"['estimasi', 'lama', 'proses', 'antri', 'pasang']",,Min estimasi berapa lama proses antri pemasangan,1762250733
DPiRgn6k9BI,18107346754716909,2025-11-04 19:04:20 WIB,bagus_1453,"['surat', 'bank', 'bisa']",,Kalau suratnya di BanK bisa ka min,1762257860
DPiRgn6k9BI,18133738858475969,2025-11-04 21:57:42 WIB,nurulazizaahh15,"['denda', 'parah', 'bayar', 'tidak_tanggal', 'tanggal', 'denda', 'ribu', 'whatsapp', 'tidak_ada', 'solusi', 'tanggap']",,"Ini kenapa saya sering bgt kena denda ya min parahhh bgt sih, padahal bayar gapernah diatas tgl 10, selalu di tgl 1-5 loh. Mana dendanya 50rb ya Allah 😭😭😭 saya wa juga gaada solusi, tolong dibls 🙏🏻",1762268262
DPiRgn6k9BI,18026169887570510,2025-11-05 07:27:46 WIB,aslkhtl_anyah,"['benar', 'pasang', 'baru', 'daya', 'listrik', 'bayar']",,Itu bneran kah min pemasangan baru daya listrik 900w byr cuma 300k,1762302466
DPiRgn6k9BI,17969963453810802,2025-11-05 11:33:37 WIB,bagus_1453,"['foto', 'salin', 'tidak_ada', 'ganti', 'pbb', 'bisa']",,"@pdamsuryasembada foto copynya gak ada , ganti PBB bisa ta",1762317217
DPiRgn6k9BI,18101363578735879,2025-11-05 15:41:00 WIB,kakak_mondy_,"['nomor', 'daftar', 'pasang', 'baru']",,@pdamsuryasembada Nomor pendaftaran pasang baru anda B20250004332,1762332060
DPiRgn6k9BI,18049486442342341,2025-11-05 17:16:24 WIB,aslkhtl_anyah,"['ada', 'biaya', 'tambah']",,Apa ada biaya tambahan lainnya kak,1762337784
DPiRgn6k9BI,18066265124570802,2025-11-08 11:50:05 WIB,budijuarangaji,"['rumah', 'karah', 'datang', 'tugas', 'pdam', 'ada', 'program', 'baru', 'meter', 'program', 'pdam', 'tipu']",,"Rmh sy daerah karah,didatangi katanya petugas dr pdam 3hr lalu,katanya ada program pembaruan meteran. Apakah itu memang program dr pdam kah atau penipuan??",1762577405
DPiRgn6k9BI,18056812037282637,2025-11-08 23:05:17 WIB,budijuarangaji,[],,@pdamsuryasembada ok trims,1762617917
DPiRgn6k9BI,17898550725325348,2025-11-09 20:03:15 WIB,umilatifah402,"['mohon', 'informasi', 'harga', 'pdam', 'harga', 'kubik']",,mohon info apa harga air pdam ini naik?? atau berpa harga perkubiknya,1762693395
DPiRgn6k9BI,18098348353746423,2025-11-10 11:17:43 WIB,inces_runy,"['bayar', 'pdam', 'ada', 'denda', 'tunggak', 'oktober', 'bayar', 'tagih', 'ribu', 'denda', 'ribu', 'denda', 'lapor', 'whatsapp', 'surya', 'sembada', 'tidak_respons', 'bukti', 'bayar', 'oktober', 'november']",,halo min .. bulan ini saya bayar pdam tapi kok ada denda/tunggakan? pdhal oktober sudah saya bayar lohh ... tagihan cuma 21rb dendanya 28rb . denda apa ini?.udah laporan ke watsap surya sembada gak direspon.udah kasih bukti bayar Oktober november,1762748263
DPiRgn6k9BI,18298160761281079,2025-11-10 11:41:39 WIB,futureman850,"['gali', 'pelihara', 'pipa', 'kerja', 'rekan', 'tiga', 'depo', 'lokomotif', 'sidotopo', 'truk', 'perosok', 'ada', 'tabrak', 'ada', 'pagar', 'kayu', 'tanda', 'lama', 'lama', 'proyek', 'tidak_mari', 'mari']",,"Min... galianmu pemeliharaan pipa seng dikerjakno rekanan, daerah pertigaan depan depo lokomotif sidotopo, Nggarakno truk keblowok trus mau bengi yo onok tabrakan daerah kunu, betul seh wes onok pagaer kayu dan tandae, mbok yo ojok suwe suwe proyekee 2 bulan lebih gk mari mari",1762749699
DPiRgn6k9BI,18315665242223286,2025-11-10 18:59:54 WIB,inces_runy,['dm'],,@pdamsuryasembada siapp..sudah saya dm min,1762775994
DPiRgn6k9BI,18092241079885370,2025-11-11 09:48:29 WIB,panggilnaw,"['dm', 'tanggap']",,DM ku kok ga dibales kaka,1762829309
DPiRgn6k9BI,17891462820349844,2025-10-12 07:34:51 WIB,shelomitaayr,"['pdam', 'hati', 'kecil', 'nyala', 'perbaik']",,"knp PDAM air 3 hati kecil ngalirnya, tlg di benahi",1760229291
DPiRgn6k9BI,18081902578980188,2025-10-12 09:16:25 WIB,shelomitaayr,"['kebraon', 'susah', 'aktivitas']",,"@pdamsuryasembada kebraon pak, saya jadi susah beraktivitas",1760235385
DPiRgn6k9BI,18061812683528271,2025-10-12 17:15:13 WIB,ifa8416,"['laku', 'tidak']",,Masih berlaku gak min??,1760264113
DPiRgn6k9BI,18084842993508138,2025-10-12 23:38:52 WIB,andini_rahmadwiandini,"['syarat', 'lengkap', 'lama', 'proses', 'pasang']",,Stelah persyaratan lengkap berapa lama proses pemasangan nya,1760287132
DPiRgn6k9BI,18109465444572512,2025-10-13 17:23:11 WIB,ibuk.acid,"['karah', 'mati', 'tidak_ada', 'pemberitahuan', 'tayamum']",,"Karah kenapa mati lagi airnya???jam segini lho gak ada pemberitahuan!!!
Moso harus tayamum",1760350991
DPiRgn6k9BI,18135874240456520,2025-10-13 19:40:37 WIB,alicee.veronaaa,"['aju', 'tanggal', 'september', 'baru', 'keluar', 'rincian', 'tanggal', 'september', 'bayar', 'batas', 'bayar', 'smp', 'oktober', 'harga', 'promo', 'agustus', 'smp', 'september', 'ada', 'promo']",,Saya pengajuan tgl 5 sept. Baru keluar rincian tgl 30 sept.itupun kok 1.750.000. blm saya bayar. Batas byr smp 30 oktober. Knp tdk ikut hrg promo? Pdhal agust smp 30 sept ada promo jg,1760359237
DPiRgn6k9BI,17933216441979408,2025-10-14 13:37:42 WIB,alicee.veronaaa,['dm'],,@pdamsuryasembada saya DM ya kak,1760423862
DPiRgn6k9BI,18530769811009655,2025-10-14 14:57:07 WIB,irma.vidy,"['rungkut', 'industri', 'mati']",,Rungkur industri airnya mati,1760428627
DPiRgn6k9BI,18026238395754494,2025-10-15 10:12:41 WIB,supri.mundo,"['pdam', 'kotor']",,"Pdam airnya keruh,bos",1760497961
DPiRgn6k9BI,18074431199147610,2025-10-15 20:01:41 WIB,ichsanguntur,"['kertajaya', 'kecil', 'tidak']",,Kertjaya 13c kok mengecil pak airnya tidak seperti biasanya...,1760533301
DPiRgn6k9BI,18054056525645464,2025-10-15 21:58:31 WIB,superdeden_,"['karang', 'menjangan', 'susah', 'bos']",,Karang menjangan susah air boss🙄,1760540311
DPiRgn6k9BI,18077846408281573,2025-10-16 08:16:36 WIB,raatihangraenii,"['tagih', 'pdam', 'lonjak', 'drastis']",,Ini kenapa tagihan pdam melonjak drastiss,1760577396
DPiRgn6k9BI,18361333459082896,2025-10-16 18:00:59 WIB,roymarten,"['pdam', 'wonorejo', 'rungkut', 'mati']",,PDAM wonorejo rungkut kok mati???,1760612459
DPiRgn6k9BI,17854164321556264,2025-10-17 10:18:29 WIB,novia.turrachmah,"['adu', 'gubris', 'cs', 'tidak_ada', 'tugas', 'datang', 'mati', 'hari', 'meter', 'bocor', 'habis', 'ganti', 'meter', 'masalah']",,"Min pengaduan kok ga digubris ya. CS cuma iya2 aja tp gaada petugas yg dateng? Air mati udah berhari2 krn meterannya bocor, awalnya ga kenapa2, habis diganti meteran malah bermasalah",1760671109
DPiRgn6k9BI,18107030353607416,2025-10-18 22:47:54 WIB,mam_tutz,"['informasi', 'ganggu', 'daerah', 'babat', 'jerawat', 'pondok', 'benowo', 'indah']",,"Info gangguan air wilayah babat jerawat bawah, pondok Benowo Indah",1760802474
DPiRgn6k9BI,17950743605904407,2025-10-19 04:12:37 WIB,diska_kristiani,"['lapor', 'pdam', 'jumat', 'sampai', 'baru', 'nyala', 'paksa', 'tidak_tidur', 'hawa', 'panas', 'badan', 'lengket', 'nyala', 'langsung', 'mandi', 'isi', 'bak', 'subuh', 'baru', 'tidur', 'bos']",,"Lapor PDAM, gara2 banyu Ket Jumat jam 9 sampe Iki mau jam 1.45 bengiii lagek nyala, ak terpaksa g turu, howo panasss, badan pliket kabehhh, nyala langsung mandi,  isi semua bak air, umbah2 jam 3 subuhhh. Yahmene lagek ape turu bossss",1760821957
DPiRgn6k9BI,18001560917667584,2025-10-19 09:43:35 WIB,quinthariarh,"['perbaik', 'mati', 'rutinitas', 'pdam', 'pekan', 'mati']",,Katanya perbaikan sudah selesai ? Tapi kenapa air gak nyala. Apa sudah menjadi rutinitas PDAM setiap wekeend air gak nyala ‼️,1760841815
DPiRgn6k9BI,18069617438194442,2025-10-20 21:39:47 WIB,irwanagatot,"['jalan', 'juwingan', 'mati', 'tidak_ada', 'informasi', 'mohon', 'informasi', 'sampai', 'mati']",,"Ini jl. Juwingan air nya mati, gak ada info, mohon infonya sampai kapan mati?",1760971187
DPiRgn6k9BI,18076846397137002,2025-10-21 16:25:53 WIB,elmidwi_hartanti,"['informasi', 'sampai', 'tanggal', 'promo']",,Info Sampek tgl brp promo nya,1761038753
DPiRgn6k9BI,18084210139801347,2025-10-23 09:08:55 WIB,irishcartenz8,"['karah', 'mati', 'tidak_punya']",,"Karah, air mati lagi knp min. Pas nggak punya air",1761185335
DPiRgn6k9BI,17895459735342967,2025-10-23 10:03:50 WIB,kokobramiko,"['rumit', 'bayar', 'tidak_pasang', 'bulan']",,"Ruwet ........wes mbayar gak dipasang-pasang, wes ,meh sebulan",1761188630
DPiRgn6k9BI,18096771460773983,2025-10-25 14:52:38 WIB,hameedaa71,"['daftar', 'pasang', 'pdam', 'daftar']",,Mau daftar pasang pdam. Gimana daftarnya.,1761378758
DPiRgn6k9BI,18061043894166410,2025-10-26 08:35:02 WIB,rafikaiffah,"['pdam', 'normal', 'minggu', 'mati', 'wonorejo', 'manukan', 'kulon']",,Knp pdam Air belum normal ini sudah satu mingguan ini😢pagi gak nyala😭 Wonorejo Manukan kulon,1761442502
DPiRgn6k9BI,17915692383071622,2025-10-26 18:31:12 WIB,rizamuhammad260491,"['lidah', 'kulon', 'mati', 'hari']",,"Woeee, lidah kulon banyu ne matek sedinoan",1761478272
DPiRgn6k9BI,18098183989747717,2025-10-26 20:28:56 WIB,rizamuhammad260491,"['ada', 'perbaik', 'mati']",,@pdamsuryasembada terus ini ga ada perbaikan?mati mulai kemarin malam lohh,1761485336
DPiRgn6k9BI,17862035121513249,2025-10-29 14:56:53 WIB,april.liatri,"['pdam', 'baik', 'kotor', 'bau', 'kayak', 'bagus', 'aju', 'komplain', 'cek', 'bersih', 'isi', 'bau', 'kotor', 'pdam', 'adu', 'tugas', 'sampai', 'bosan', 'rumah']",,"PDAM YANG TERBAIK, KENAPA AIR SAYA SELALU KERUH DAN BAU NYA KAYAK AIR , AIRNYA BAGUS HANYA DI JAM JAM TERTENTU, SAYA SUDAH PENGAJUAN COMPLAIN TAPI PAS DI CEK AIRNYA BERSIH PAS SAYA ISI DI JAM PAGI AJA SEMISAL AIRNYA BAU KERUH,, GIMANA DONG PDAM, , SAYA HARUS MENGADU KE SIAPA DONG..?? PETUGASNYA MUNGKUN SAMPEK BOSEN TIAP HARI KERUMAH...",1761724613
DPiRgn6k9BI,17986070570888366,2025-10-09 16:08:06 WIB,bakulgedangsusu,"['kebraon', 'mati']",,KEBRAON BANYUNE MATEEK CAAKKK,1760000886
DPiRgn6k9BI,18375907627199811,2025-10-09 16:09:05 WIB,karunia_ayu_mukti,"['kebraon', 'mati']",,Paaakkleekk Kebraon airnya matiii,1760000945
DPiRgn6k9BI,18535044238056913,2025-10-09 16:12:18 WIB,inggit_putri18,"['mati', 'pdam', 'kebraon', 'bisa', 'ada', 'pemberitahuan']",,"kok mati lagi pdam kebraon,dan seperti bisa ga ad pemberitahuan",1760001138
DPiRgn6k9BI,18077103407116272,2025-10-10 06:16:36 WIB,mayarini29,"['karah', 'mati', 'ada', 'efek', 'gorong-gorong', 'bikin', 'sedih', 'masak', 'minggu', 'ganti', 'wifi', 'mati']",,Di karah airny mati ada ap yaaa....aduuuh efek gorong² ini bikin sedih masak dua minggu ini gantian yo air yo wifi moro mati trus😢,1760051796
DPiRgn6k9BI,18121471204519568,2025-10-10 11:49:52 WIB,susii_lowati19,"['aju', 'tanggal', 'september', 'sampai', 'ada', 'pasang', 'ada', 'pasang']",,"Saya ngajukan dari tanggal 22 September sampai sekarang masih blm ada pemasangan, sudah 19 hari masih blm ada pemasangan",1760071792
DPiRgn6k9BI,18026508884546362,2025-10-10 11:51:09 WIB,susii_lowati19,"['tugas', 'kumpul', 'berkas', 'informasi', 'minggu', 'pasang']",,Padahal kata petugas nya waktu saya ngumpulin berkas menginfokan semingguan untuk pemasangan nya,1760071869
DPiRgn6k9BI,18077195474121687,2025-10-11 21:21:09 WIB,sawnturns,"['kebraon', 'mati']",,kebraonnn mati airnyaa pakkk :(((,1760192469
DFKccJJPeW_,18070492025485104,2025-06-27 00:43:33 WIB,handokomulyoadi,"['pdam', 'nok', 'kampung', 'candi', 'kuwu', 'baru', 'keluar', 'dalu', 'dalu', 'melek', 'pasang', 'mancur', 'teko', 'keran', 'lapor', 'ada', 'hasil', 'solusi', 'jani', 'sampai', 'ada', 'kembang']",,PDAM nok kampung Candi kuwukan baru metu e dalu dalu yo kudu melek bendino ket masang ga tau isok ngerasakno banyu mancur teko kran ya opo min ben laporan ga tau onok hasil e karo solusi e di janjikan tok sampe sak iki yo pancet ae ga onok perkembangan e🤦🏻🤦🏻🤦🏻,1750959813
DFKccJJPeW_,18074382841760788,2025-07-08 20:39:55 WIB,johanliebertttt_,"['pdam', 'rugi', 'keluarga', 'tagih', 'tidak_masuk', 'akal', 'mesti', 'alas', 'ada', 'pelampung', 'rusak', 'meter']",,Pdam noroki keluargaku terus tagihan gamasuk akal mesti alasane ada aja yang pelampung rusak lah meteran kurang tinggi lah dll howalah yooo²....mangkelno,1751981995
DFKccJJPeW_,17967879521922414,2025-07-14 15:15:24 WIB,paul7539459,"['sampai', 'pegawai', 'nama', 'putra', 'pradana', 'bayar', 'tagih']",,sampaikan kepegawai anda atas nama Glen Putra Pradana Setiadarma untuk segera bayar tagihannya,1752480924
DFKccJJPeW_,18520424494006782,2025-07-14 15:22:13 WIB,paul7539459,"['suruh', 'bayar', 'hutang']",,@glen_probity suruh bayar hutang kak,1752481333
DFKccJJPeW_,18276440848277716,2025-07-15 12:51:20 WIB,johanliebertttt_,['kesel'],,@pdamsuryasembada nyenyenye kesel aku ngrasakno awkmu,1752558680
DFKccJJPeW_,18016620065738571,2025-07-16 07:19:52 WIB,mardhairaa_,"['daerah', 'bungkal', 'sambikerep', 'mati']",,Air di wilayah bungkal sambikerep mati,1752625192
DFKccJJPeW_,18354998677152181,2025-07-22 17:39:40 WIB,kamilaevi,"['tanggap', 'ganti', 'meter', 'gagal', 'ada', 'tugas', 'pdam', 'ganti', 'meter', 'rumah', 'surabaya', 'pusat', 'camat', 'lurah', 'bubut', 'mati', 'mohon', 'cepat', 'tanggap']",,"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon",1753180780
DFKccJJPeW_,17973345965908637,2025-07-29 10:38:33 WIB,chichit_maharanie_almuchtar,"['daftar', 'pasang', 'baru', 'tidak_pasang', 'erti', 'mending', 'bor', 'sumur', 'lama']",,"Daftar pasang baru hampir 1 bulan g di pasang2 ,ngerti ngene mending borr sumur aja ,kesuen",1753760313
DFKccJJPeW_,18067700852152998,2025-08-15 17:13:38 WIB,pram_de_loviennalkha,"['daerah', 'pagesangan', 'sekitar', 'mati', 'normal']",,", saiki wilayah Pagedangan dan sekitarnya ga mari2 banyune mati, jam piro iso mirip normal",1755252818
DFKccJJPeW_,18531711040047733,2025-09-01 13:18:34 WIB,endahhtopa,"['harga', 'golong', 'hapus', 'rumah', 'harga', 'golong', 'mahal', 'orang', 'tidak_rumah', 'rumah', 'belah', 'golong', 'tugas', 'meter', 'keliling', 'harga', 'golong', 'hapus']",,"Maaf mau nanya min apa tarif golongan 1 bakal dihapus ya karena rumah saya ini termasuk tarif golongan 2 dan itu mahal untuk orang gak mampu seperti saya.
Tapi rumah rumah sebelah saya masih golongan 1 waktu saya tanya kepetugas meteran yang keliling katanya itu karena tarif golongan 1 akan dihapus",1756707514
DFKccJJPeW_,18381732283133190,2025-09-01 16:32:46 WIB,srikotiah,"['gila', 'semenjak', 'meter', 'ganti', 'tagih', 'kali', 'lipat']",,Gila ini semenjak meteran diganti tagihannya 3-4x lipat apa²an ini,1756719166
DFKccJJPeW_,18045000242647838,2025-09-01 18:16:52 WIB,srikotiah,"['dm', 'chat', 'whatsapp', 'telepon', 'tidak_ada', 'tanggap']",,"@pdamsuryasembada uda dm, uda chat whatsapp, uda telfon juga gaada respon semua😂",1756725412
DFKccJJPeW_,18111269683555499,2025-09-18 15:47:20 WIB,nurulwaki,"['daerah', 'lidah', 'kulon', 'dukuh', 'sepat', 'ada', 'remaja', 'meter', 'pdam']",,Mau apakah wilayah lidah kulon pedukuhan sepat ada peremajaan meteran dr PDAM?,1758185240
DFKccJJPeW_,18050399930280996,2025-09-18 15:48:48 WIB,nurulwaki,"['ada', 'remaja', 'ganti', 'meter', 'putar', 'cepat']",,Jika ada peremajaan kenapa setelah diganti meteran putaranya cepat sekali 🙏,1758185328
DFKccJJPeW_,18097573228629802,2025-09-20 15:12:54 WIB,dougmiddlee_,"['pdam', 'surabaya', 'ganti', 'kayak', 'sidoarjo', 'bening', 'segar', 'adem', 'surabaya', 'kotor', 'menganti']",,"TOLONG PDAM BAGIAN SURABAYA ITU DIGANTI KAYAK DI SIDOARJO BENING SEGER ADEM, SURABAYA KOK KERUH APALAGI BAGIAN MENGANTI JUGA:)",1758355974
DFKccJJPeW_,17907711219253922,2025-10-10 06:33:39 WIB,primadia_amanda,"['karah', 'mati', 'tidak_ada', 'pemberitahuan', 'ada']",,"Pagi ini air daerah karah mati tidak ada pemberitahuan, ada apa ya ini ?",1760052819
DFKccJJPeW_,18065666348584248,2025-10-14 15:51:52 WIB,jastipbahagia,['mati'],,AIR HAMPIR MATI TIAP HARI GIMANA INI MIN,1760431912
DFKccJJPeW_,18530498074034799,2025-10-15 00:50:45 WIB,shafaardini,"['mati', 'wisma', 'pagesangan', 'tidak_ada', 'pemberitahuan', 'mati']",,"Air mati lagi di Wisma Pagesangan, tidak ada pemberitahuan tiba"" mati",1760464245
DFKccJJPeW_,18161801212382874,2025-10-19 10:36:23 WIB,kris_acenk,"['barusan', 'rumah', 'datang', 'aku', 'tugas', 'pdam', 'tuju', 'ganti', 'meter', 'pdam', 'surat', 'tugas', 'beliau', 'tidak_bisa', 'tunjuk', 'foto', 'orang', 'kendara', 'tidak_bisa', 'tunjuk', 'surat', 'tugas', 'langsung', 'pergi', 'alas', 'rumit', 'bongkar']",,"Barusan rumah saya didatangi yg mengaku petugas PDAM dengan tujuan mengganti meteran PDAM, saat saya tanya surat tugas beliau tidak bisaenunjukkan, saya sempat foto orange dan kendaraan , setalah tidak bisa menunjukkan surat tugas mereka langsung pergi dengan alasan terlalu rumit bongkarnya",1760844983
DFKccJJPeW_,18362591113088101,2025-10-22 19:36:51 WIB,putridaniarw,"['simo', 'tambaan', 'barusan', 'mertua', 'datang', 'tugas', 'abal', 'suruh', 'ganti', 'meter']",,"Simo tambaan tadi barusan mertua didatangi petugas abal"" disuruh ganti meteran.",1761136611
DFKccJJPeW_,18152952691413527,2025-10-27 13:59:14 WIB,astrichanteratai,"['meter', 'lama', 'ganti']",,"@pdamsuryasembada kenapa meteran masih ok walaupun lama, kenapa harus ganti segala?",1761548354
DFKccJJPeW_,18004085945660097,2025-10-27 20:47:59 WIB,ekypradana,"['tidak_ada', 'tugas', 'datang', 'cek', 'meter', 'salah', 'langgan']",,"@pdamsuryasembada tidak ada petugas yg datang buat cek meteran, nanti selalu yg disalahkan pelanggan 😂",1761572879
DFKccJJPeW_,18511415704067836,2025-11-11 14:12:01 WIB,sholikinwatanabe,"['ada', 'remaja', 'meter', 'daerah', 'rungkut']",,Apa ada peremajaan meteran di wilayah rungkut,1762845121
DFKccJJPeW_,17857713609552896,2025-11-12 13:40:47 WIB,sholikinwatanabe,"['informasi', 'tidak_ada', 'informasi', 'kait', 'rt', 'rw', 'takut', 'modus', 'tipu', 'curiga', 'ada', 'orang', 'ganti', 'meter', 'untung', 'spk', 'id', 'kartu', 'ada']",,"@pdamsuryasembada Baik min makasih infonya. Soalnya gak ada info dari pihak terkait (RT/RW) takutnya modus penipuan, kemarin sempat curiga pas tiba-tiba ada 3 orang mau ganti meteran air, untungnya pas saya tanya SPK dan ID cardnya ada semua.",1762929647
