post_id,post_url,comment_id,text,created_at,user_id,username,profile_pic_url,parent_comment_id,scraped_at
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,18100425706709855,Ini kenapa lagi surabaya barat daerah ptc airnya tiba2 mati parah banget udah kecil mati pula,1762859854,2633474599,bellaaristas,https://instagram.fbbi2-3.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fbbi2-3.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QF0V1itLD9W2I4NCJPr5WAAZ00DF8nSOjnA8KGHoxVgHtvOqfmZ9Z_IeGVGZyBpjZM&_nc_ohc=XEFlHMj6SF0Q7kNvwGg073u&_nc_gid=pabTEjuQcTpEqkn6ZxzjMQ&edm=AA0lj5EBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfhP5_WUuq6wsOQ1iuoAXcbI8JwE5GWR0h5GCbmK2i-w-Q&oe=691C9C6A&_nc_sid=0a490e,,2025-11-14T11:34:31.695837
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,18087708604756217,@baang_aziz 😂😂 waalaikumussalam bang aziz🔥❤️❤️,1762867023,6865707596,mbembis92,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/398513447_1732266603915244_3177959779866704804_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44OTguYzIifQ&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=fVzzZ__sGVIQ7kNvwHZuQpv&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfhVW2ZySmdlQG76ZWmZKshhHonmfRq3xK4mOuFdrkPF6A&oe=691C909E&_nc_sid=0985b0,,2025-11-14T11:34:31.695843
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,17890718793364450,@baang_aziz siap kak 🙌 -w,1762904178,2019411880,pdamsuryasembada,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afi0M0DYxu1SoMLpae-25XmtI9XgKzQQQF45FFENFUCjLA&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:34:31.695848
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,18097558792696377,@mbembis92 nah ini bang Febri datang… 😍🙌 -w,1762904197,2019411880,pdamsuryasembada,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afi0M0DYxu1SoMLpae-25XmtI9XgKzQQQF45FFENFUCjLA&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:34:31.695852
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,17967480584831353,"@bellaaristas Selamat pagi bu Bella, mohon maaf atas ketidaknyamanannya. Silakan DM kami alamat lengkapnya dan nomor telpnya utk kami tindaklanjuti. Utk respon cepat aduan dpt menghubungi call center bebas pulsa di 08001926666/ mengunduh aplikasi CIS PDAM. Terima kasih 🙏 -w",1762904274,2019411880,pdamsuryasembada,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afi0M0DYxu1SoMLpae-25XmtI9XgKzQQQF45FFENFUCjLA&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:34:31.695857
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,17859220131479587,@pdamsuryasembada udah nyala kemarin jam 9 mlm an 😑😑😑,1762904844,2633474599,bellaaristas,https://instagram.fbbi2-3.fna.fbcdn.net/v/t51.2885-19/573323465_1219825463302212_7278921664109726296_n.png?stp=dst-jpg_e0_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xNTAuYzIifQ&_nc_ht=instagram.fbbi2-3.fna.fbcdn.net&_nc_cat=1&_nc_oc=Q6cZ2QF0V1itLD9W2I4NCJPr5WAAZ00DF8nSOjnA8KGHoxVgHtvOqfmZ9Z_IeGVGZyBpjZM&_nc_ohc=XEFlHMj6SF0Q7kNvwGg073u&_nc_gid=pabTEjuQcTpEqkn6ZxzjMQ&edm=AA0lj5EBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AfhP5_WUuq6wsOQ1iuoAXcbI8JwE5GWR0h5GCbmK2i-w-Q&oe=691C9C6A&_nc_sid=0a490e,,2025-11-14T11:34:31.695861
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,18096778501771646,"@bellaaristas Alhamdulilah, terima kasih atas informasinya -w",1762932968,2019411880,pdamsuryasembada,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afi0M0DYxu1SoMLpae-25XmtI9XgKzQQQF45FFENFUCjLA&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:34:31.695866
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,18012930854802546,@pdamsuryasembada 😂😂😂😂 sehat selalu min...👏🔥🔥🔥,1762953584,6865707596,mbembis92,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/398513447_1732266603915244_3177959779866704804_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44OTguYzIifQ&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=fVzzZ__sGVIQ7kNvwHZuQpv&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfhVW2ZySmdlQG76ZWmZKshhHonmfRq3xK4mOuFdrkPF6A&oe=691C909E&_nc_sid=0985b0,,2025-11-14T11:34:31.695871
DQ6J9gWE8rk,https://www.instagram.com/p/DQ6J9gWE8rk/,18029013821777201,@mbembis92 Aamiin Ya Rabb ☺️🙏 -w,1763031294,2019411880,pdamsuryasembada,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QE1QbAJCFgrQYvzDZqqoerExllblIbzGIWawzbp6Xskw66A_fJ8Ll0rX5jGy2ICEvg&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=KmwDLDFDmnR2DcW3mYH0Yg&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_Afi0M0DYxu1SoMLpae-25XmtI9XgKzQQQF45FFENFUCjLA&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:34:31.695875
DQ3lIqwk3zn,https://www.instagram.com/p/DQ3lIqwk3zn/,18084759106819810,Dm ku direspon dong kak,1762829373,3979774829,panggilnaw,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/471897037_615451310900687_1324547233435106783_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHwmR2BRu2e8lTiGlf3nZ6L9B7NKGwpSBEfbcjDdKl-1UnaHfMWiNWRZvXU2NAX_LQ&_nc_ohc=G78pwAGiqH8Q7kNvwH7jVCh&_nc_gid=boYYqtKYluck4MIoVzNmIw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfjZXzK19jqcbZBn4rGlHNQTBd9BF-z2uLbpUqwE8LMkDg&oe=691C9208&_nc_sid=0985b0,,2025-11-14T11:35:19.140340
DQ3lIqwk3zn,https://www.instagram.com/p/DQ3lIqwk3zn/,18341518132228816,"@panggilnaw baik kak, siap -w",1762831379,2019411880,pdamsuryasembada,https://instagram.fsub32-2.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QHwmR2BRu2e8lTiGlf3nZ6L9B7NKGwpSBEfbcjDdKl-1UnaHfMWiNWRZvXU2NAX_LQ&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=boYYqtKYluck4MIoVzNmIw&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfiNNRqkYokaKfZv6aNq5uCNfckk4RDFnu8gpstL760K2A&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:35:19.140358
DPiRgn6k9BI,https://www.instagram.com/p/DPiRgn6k9BI/,17882634330283582,"@april.liatri selamat sore bu April, mohon maaf atas ketidaknyamanannya. Silakan DM kami data lengkap pelanggan beserta nomor telp utk dicek petugas. Terimakasih-w",1761725598,2019411880,pdamsuryasembada,https://instagram.fsub32-2.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGVvv5FV-a010FVL2-WRuK4cPH0UxEQUTxh6kg9Kwt3pR8MIiWC1Igwy3RIgcKkdvE&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=2FFCA4J6BNH7YNuAeG0LMQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfhXBtF3ZOD1lG4LDgC_lawg1AjdFkgICqA76u_47xVc-A&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:35:50.978260
DPiRgn6k9BI,https://www.instagram.com/p/DPiRgn6k9BI/,17969564636959383,"Maaf nanya agak gak paham min , ini harga untuk pemasangan pdam kan min?",1761756291,322226218,n_aiiniiii,https://instagram.fsub32-2.fna.fbcdn.net/v/t51.2885-19/429807859_366157603007129_4382500402335274912_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-2.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QGVvv5FV-a010FVL2-WRuK4cPH0UxEQUTxh6kg9Kwt3pR8MIiWC1Igwy3RIgcKkdvE&_nc_ohc=FzleJb44K2wQ7kNvwE3L1T9&_nc_gid=2FFCA4J6BNH7YNuAeG0LMQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfgXXwLSfxvlsn88QR46RSwkuyArlOLvfTOIUCgsKlhQzA&oe=691C9F5A&_nc_sid=0985b0,,2025-11-14T11:35:50.978275
DPiRgn6k9BI,https://www.instagram.com/p/DPiRgn6k9BI/,17861299593523751,Maw rame nih kdm min,1761777519,529827392,raymundus_aryo,https://instagram.fsub32-1.fna.fbcdn.net/v/t51.2885-19/307839245_645148970305842_8256656545100271024_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGVvv5FV-a010FVL2-WRuK4cPH0UxEQUTxh6kg9Kwt3pR8MIiWC1Igwy3RIgcKkdvE&_nc_ohc=Dqu66heh63kQ7kNvwGf5CF2&_nc_gid=2FFCA4J6BNH7YNuAeG0LMQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfgwiGb_Sti6aIDFs-hTtLUc9156pPRnhJU0g7NK9nWIFQ&oe=691C8470&_nc_sid=0985b0,,2025-11-14T11:35:50.978278
DPiRgn6k9BI,https://www.instagram.com/p/DPiRgn6k9BI/,17920764381179637,@n_aiiniiii iya betul bu Aini -w,1761792856,2019411880,pdamsuryasembada,https://instagram.fsub32-2.fna.fbcdn.net/v/t51.2885-19/336446109_607672788041419_9063785012397573163_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fsub32-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGVvv5FV-a010FVL2-WRuK4cPH0UxEQUTxh6kg9Kwt3pR8MIiWC1Igwy3RIgcKkdvE&_nc_ohc=7613QVNtCdcQ7kNvwHjZb8s&_nc_gid=2FFCA4J6BNH7YNuAeG0LMQ&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfhXBtF3ZOD1lG4LDgC_lawg1AjdFkgICqA76u_47xVc-A&oe=691C7EA9&_nc_sid=0985b0,,2025-11-14T11:35:50.978281
