comment_id,komentar,cluster
18082911478989171,"@wii1i telp PDAM ya jawaban g jelasss, sampe telp 3 x pancettt ae, pake nanya apa d rumah ibu aja yg kendala air, pdahal ya sak komplek, d Ig ya wes rame laporan, pura2 gtw atau gmn. Nemeeeeen e seharian g nyala blasssss",933
18031948481739625,"Isuk sampe bengi g nyala2. Bulan ini nemeeeen air nyalane bengi tok jam 7 an - 5 pagi. Ehhh hari ini tambah nemen e kebangetan mulai isuk sampe jam segini g nyala blasss, setetes pun gdaa, kran drtd bukaaaa, ak sampe g Isa masak, g mandi, g korah2, g bersih2",369
18159892837353823,"Min area GBI/PBI iki sedinoan bleng ga nyala, isuk sampe bengi kran ku gametu banyu blas. Sabtu sabtu maleh gaisok lapo lapo.",183
18062117855568222,@diska_kristiani yow wes ngeneh iki kerjaan e bumd sama bumn jarang ada beres. Apalagi kalau wes monopoli. Sak karep e dewe kalau kerja,154
17885064999402670,@pdamsuryasembada gitu ngakunya tadi jam 10 pagi pengerjaan sudah selesai. Saya jam 1 lewat masih dikerjakan. Dan sampai sekarang belum ada normalisasi.,489
18059434946567841,"kon iku denda semangat giliran banyu mati lemot, kendung grong onk sebulan dibenakno kok yo wes benakno maneh",133
17866792941398427,@pdamsuryasembada molor lagi min2 tolong lah malam iniharus nyala atau tagihannya gak tak bayar,238
18066491411344482,@pdamsuryasembada belum nyala ya,202
18046679147659719,Pondok benowo indah kapan keluar air nya,923
17949885048020865,@pdamsuryasembada halo min ini apa masih mati ya kok daerah sememi masih blm bisa,665
17944723953057642,Bangeteeeeennnn sek drumg nyalaa,582
18081162812098276,Sampai sore ini belum nyala airnya,836
17891089599356321,Air daerah benowo belum nyala gimana ini @pdamsuryasembada,231
18062579717610388,@pdamsuryasembada tapi kok masih belum ngalir,202
17960209488006562,Terpantau sampe set 5 sore di PBI belum nyala min airnya 😢,839
17896036806300518,Sampai sore ini masih blm ngalir pakal benowo,229
18360377662091236,@embeecks.eblast gak tau ados ae komen cak 😂,613
18361828162084856,Selamat sore bapak ngadimin @pdamsuryasembada yg terhormat sampe sore hari ini air di wilayah surabaya barat sekitaran sememi sampe pondok benowo indah masih belum mengalir.,931
18332697331227287,Kapan mengalirnya... katanya estimasi 8 jam...ini udah lebih lho...lain kali kalo kasih info jangan mepet waktunya,58
18091230886678165,"Ini seharian tidak bisa melakukan aktivitas MCK bapak. Mohon di follow up untuk pengerjaannya supaya tidak berlarut terlalu lama, kasihan yg rumahnya tidak memakai tandon, jikapun ada pasti juga habis kalo seharian.",882
17897878590322144,"Kapan nyala ini, ya ampun",208
17890832244224938,"Air nya belom nyala, yaapa see minn",738
17910115047237882,"TOLONG LAHH MINN, INI GIMANA SEMEMI AIRNYA GA NYALA SAMA SEKALI, UDAH KEHABISAN AIR",227
18101725618628982,Min ko mati lagi ya,638
17927710530127565,"Jahat banget @pdamsuryasembada katanya estimasi 8 jam, katanya sudah selesai dafi td pagi. Kok sampe sekarang ga nyala. Ga diajarin ta kalo bohong itu dosa. Direksi ne gak pengen evaluasi ta, cek kebacute",242
18306721303223073,Sememi sore ini mati lagi,664
17989218935894796,Sore Min. Skrg Sabtu 18 Okt 2025 jam 17.18.. Permisi apakah pengerjaannya blm selesai? Air msh langka sekali di lingkungan saya Sememi Baru. Minta tlg di maksimalkan agar lancar kembali seperti sblumnya.. Makasih,157
18362604748088284,Tadi siang udah nyala tapi kecil bangett. Ehhh sekarang malah mati lagi 😢 maksudnya gimana sih min 😢😢😢,38
18056002532532597,"He min, klakahrejo kok mati maneh ? Niat benakno ta gak jane ?",320
17875635129428657,8 jam tp sampai sekarang juga masih trouble hehehehe,708
17846878884586699,Apa masih perbaikan ya karena sama sekali dirumah airny g keluar,381
18019895210781179,"sampe sekarang sememi masih mati, tolongg dongg",666
18095960395704998,Ini kenapa masak setiap sabtu/minggu PDAM selalu mati daerah kauman baru pak.. Mohon untuk segera ditindak lanjuti.. Meteran tetap jalan tapi air mati.. Trima kasih,895
18024083456758223,@34_abadi sama pak daerah kauman baru juga gitu hampir setiap minggu begini trus 😢,306
18287959090281257,MATI LAGI AIRNYA SEMEMI BARU @pdamsuryasembada,667
18140638405431392,Mati lagi yA air di sememii,664
18083686868510740,"Gimana min air belum keluar sama sekali sampe jam sekarang detik ini. Payah pdam , warga susah",266
18021659186788401,"@nophanophek betul kak mosok kudu mantau teross rekrek, ate masak mantau ate ados yo mantau ngunu a😭",530
18076118249469566,kok matinya malah hari ini ya sabtu-18-10-25 ? area pondok benowo indah kampung buran,928
18067660928340665,GANGUAN TERUS AE JANCOK,588
18153528769404096,Ini kok air kok belom jalan,531
18056943944539453,@pdamsuryasembada aliran darimana? sampai sekarang masih blm nyala woy,836
18081287846054881,"Min air sememi mati maneh loh, tak pikir siang keluar e kecil nti sore bakalan normal lah kok malah mati maneh min , wes umbahan ku mumpuk min , nek mati e sampek besok yo kebangeten min 😢",638
18550675864039281,"Min...awakmu ngomong perbaikan sdh selesai, nyatane banyu nang nggonku durung metu bablas sak tetes, padahal kran tak bukak mulai isuk aku budhal kerjo, sampek saiki aku muleh kerjo bak ku ijek kosong oblong²...",883
18153087826405521,Min banyue sek durung nyala ta..aku Sampek ngungsi nak omah e wongtuoku maneh 😂@pdamsuryasembada_,191
18072931006954507,Min...koen nek butuh kerja bakti warga gawe mbenakno pipo ngomongo. Kurang akeh ta pegawaimu kok banyu sampek saiki durung mili??? @pdamsuryasembada,156
18101522434711384,"Daaaaaaannnn.... kenyataan d lapangan air belum metuuuu, stok banyu wes menipissssssss miiinnn. Ngunui garai tagihan malah entek wakeehh taalaaaahh😢",280
17974426250947266,@pdamsuryasembada sdh aku kirim di dm min,608
17859678114530623,@agung_lintank oalah... Aku baru tau kalo sampe kebarat pak tak kira mungkin mentok benowo,817
18062054927535417,@pdamsuryasembada wah bohong si admin.. padahal dilapangan masih proses,740
17947195533063458,"@pdamsuryasembada halo haloo cak neng pak bu... Infonya yaopo iki jare tgl 17tok (+-) 8jam, iki wes tgl 18 wes jam yahene kok gak onok banyu. Nobar kecut kabeh iki bos...",69
18100129621644382,@pdamsuryasembada min membuang angin iki ngentut ngono ta? Dari pagi dorong adus min ngadimin... Korahan dan kumbahan numpuk awak lebus nobar pliket kabeh.,283
18115761232476985,@embeecks.eblast adus banyu logo ae komen ae.. 😂😂😂😂,702
18298211047284078,"Sememi  skg kok langganan sih min, belum sebulan lapor skg mati lg  didaerah saya sememi. 😢😢😢",390
18117044941474212,Kapan nyala airnya pak sampek sekarang kok belum keluar ya,837
18049398128651726,Kok tempat saya belum nyala ya pak. Katanya perbaikan sdh selesai?,585
18096599587814485,Saya daerah sememi,439
18368720515154143,Sidorejo pakal airnya belum nyala nihhh min. Gimana ?? Sudah Wa jg gk ada tanggapan,7
18147178654425214,Wah parah sebelum perbaikan air saja uda kecil sekali dan susah keluarnya di rumah warga,265
18108340861583322,Air mulai jam 4 subuh sampe sekarang gak ada keluar sama sekali payah,267
18203794714314761,"Parah pdam skrg . Air hanya jam tertentu saja keluar nya , itu pun kecil debit air nya",254
18096744649688481,@pdamsuryasembada msh blm nyala loh min:(,202
17884119642390693,@pdamsuryasembada pagi ini air belum mengalir 😢,202
18401783569193222,@pdamsuryasembada udahh min barusan nyala,204
18488906542077696,sememi masihh mati airnya😭😭,664
18099706891724251,@pdamsuryasembada oke min terima kasih infonya,66
18000988205819664,"@lee_chamoomilee bener Bu,saya paham banget kekesalannya ibu.td pagi juga saya telp ke call center,saya blg infonya kan tgl 15 perbaikannya kok bs smpe tgl 17.jawabannya saya harus rajin² cek instagram pdam biar ada info 😂😂 hahahaha",934
18104806975714690,"Min.. Jarene perbaikan e wes mari, tapi ng omahku di Jl sidorejo pakal banyu ne sampek saiiki  jam 10.33 sek mati😢",823
18106716601607625,"opo iki pbi gak nyala, tambah gak tak bayar iki banyumu",402
18092945926831675,@pdamsuryasembada mana ada belum nyalah kauman,486
18073794311162439,"ini gimana min ya Allah dr tgl 15 nank gak nyala blas ki pie min , air sumber khidupan min msok kon beli galon trus buat mandi bab dll tyus yg klga nya byak kyak saya kek opo min byak anak kecil dan balita jga yg sangat"" btuh air sewaktu"" 😢",13
18531470236058381,Omahku bandarejo wes seminggu banyu metu e cuilikkk bahkan gag kadang gag metu blasss. Sumpah kebacut suwi² pdam,977
18025046813751192,11.28 sememi baru belum nyala. Hampir 15jam hadehhhh,450
17882062287401565,Sampai skrg belum nyala ya,836
18120405424509478,Piye min.. Kok durung nyala ae banyu ne di sidorejo pakal.. Call  center WA di chat tapi masih diproses ae.. Stok banyu ku wes menipis iki😢... Tolong direspon min..,8
17965353650982792,Di dreaming land pondok Benowo indah tidak nyala apakah masih perbaikan???,929
18331132384234584,PBI kok sebagian ad yg nyala sebagian mati? Masih belum lancarkah airinya?,406
17944201061935722,Kandangan blm nyalaaaa!!! Mau sampe kapaaan yaaallaaaaah yarobiiiiiii,838
17921984472167955,masih blm nyala min smpe skrg @pdamsuryasembada,202
18368887291155112,"Selamat siang @pdamsuryasembada hingga saat ini air di wilayah PBI belum ada yang keluar, saya sudah kecut bapak belum mandi weteng mules sisan. Mohon untuk di followup bapak biar pada mandi orang2. Trimakasih.",284
17988629564724221,Wes nyalah ta?,202
18099870763725974,Sudah normal apa belum,519
18097626493670886,"@pdamsuryasembada PBI sampai sekarang belum nyala minta tolong penanganan nya,gak nduwe banyu blas min",840
18069746699037494,@pdamsuryasembada seng cedek daerah bandarejo bgian ats.ae drung metu min...iki normalisasi btuh berapa jam min...tlng min iki sak no bayi ne...min.,245
17937715655962585,Daerah bandarsari blm nyala. Sempat nyala dpt stgh baskom airnya butek😢,46
18395034541193841,Aduuuuh wes howoe panas tambah banyu mati 😢,457
18059127251613996,Panase ngene kq terus olehe dandani... Menyala 🔥🔥🔥,221
17870659788374659,@pdamsuryasembada Kok belum nyala sampai sekarang ya? Area Sememi,445
18102729007722711,@pdamsuryasembada masih belum keluar airnya di PBI,395
17888114631364570,"Area sememi kok belum nyala ya airnya,, gmna ini",446
18291553744257061,"@lee_chamoomilee bner infonya mepet bgt,, dan skrng khabisan air blum nyala2",59
17983718606866144,"@pdamsuryasembada tlong responnyaa,,area sememi blum nyala ini airnyaaa",220
18111144346564253,"@shasa.cong iyaa kak, saya juga di sememi belum nyala 😢",449
17957415663005698,@pdamsuryasembada Sampai jam sore ini di rmh saya tdk ngalir sama sekali,185
18062032847138824,"@wii1i iya kak, barusan aku lewat depan kendung kaya masi diperbaiki gt, apanya yg udah selesai😒",716
18129507613468797,"@yolandaayurotania nggih leres, sebelumnya debit airnya lumayan besar tapi akhir2 ini kecil lagi 🥲",262
18053051951317283,@wildanrobih belum keluar airnya @pdamsuryasembada,268
18296266057254511,"Sampai detik ini,area Pondok Benowo Indah air belum keluar setetes pun",924
18152249533407561,"Absen min sememi belum keluar air , dr pagi blm mandi ini",277
18097531753665869,Waduh airnya mati lg 😞😞,638
18071625608250212,Bukannya kemarin habis perbaikan kok bocor lagi min 😢parah,472
17984409890912125,Pas d bungkal sering mati. Pindah kandangan kena juga wkwkkwk serah ahh,391
17928350625127665,"setiap Pagi dari kemarin belum selesai"" sampai sekarang di PBI? Mati TOTAL meskipun pakai sanyo tetap aja. Kenapa harus pagi woy..pagi aktivitas nya banyak @pdamsuryasembada KENAPA HARUS PAGI???? 😡😡😡😡😡🤬🤬",810
17902197129145231,"kapan nyala airnya min, kita ada hajatan malah susah cari air",195
17863147800492849,Tiwas keturon aku wisan gk nads banyu min😂😂,615
18018790949600936,Wingi twas nampung gg mati saiki matii maneh tak kiro gg matii maneh tibake mati jan jan nyorokno tok,423
17902114149145463,Skrg jadi sering mati air .. heran deeehhh .. tlg segera diselesaikan,296
17922050709166141,"pakkk segera selesaikan tolong , udah hawa panas pak air kurang kita mepet air sudah😢",463
17851819092529345,Nantik selesai 2 hari lagi info terjadi bocor lagi kedalaman 900m karna box petric klepret. Selesai estimasi 5 jam terus bocor lagi daerah beji dengan kedalaman 1000m 😂😂😂😂,103
18096612256689076,"Woooyyy.!!!! Kerja itu terjadwal gitu lohh.!!! Info dadakan banyu mati, woro2 nang status IG, mbo kiro kene ikki dulinan IG teros tah??? Ndeloki IGmu teros????",532
17922723840155362,Mau sampe jmbrp gusti allaaaah,709
18107112148524233,"Pak panas panas ngene banyu mati, yaopo ngene iki",459
17849067111578041,@pdamsuryasembada yakin? Awas kalau molor. Ini dari janji 8 jam sudah molor jauh,628
18051996818329249,"Sakjane sakdurunge onok perbaikan iku di delok sek warga.e onok sing duwe hajat ta gak? Di data lek perlu gak angger ae wayahe wong turu di pateni banyune...wes2 tambah mrene onoooook ae sing di bongkar pasang, wes koyok roblox iku lo ngerti gak?",482
18056491877542341,@pdamsuryasembada wes mari ta? Kene panas2 malah di potan pateni ae...,679
17916530898195412,teman2 yg di sememi apakah airnya sdh nyala?,451
18315476437170936,"@pdamsuryasembada hawa sdah panas, air mati pula. Semoga tdk sering lagi 😢",458
18298780672270587,"Hemtalah, lek dendo ae langsung gercep 🔥 lek mbenakno pipo bolak balek 🙏🏻🙏🏻🙏🏻 tulung lek ndandakno seng bener. Ojok bolak balik, karena air itu kebutuhan vital min 😢",879
18095790592702113,@pdamsuryasembada pbi blm nyala min,831
18086940310939456,"min, bandarejo sememi airnya masih mati dari tadi pagi min. kapan selesai perbaikannyaa",443
18167866231370099,Sememi masih mati min,664
18096515071771909,"MINNNNN, bandarejo sememi airnyaaa masih matii daritadi pagiii min. kapan nyalahnya iniii",444
18485794660076468,@mega55639 sulit,563
18169940827365525,"Sebulan ini kok gangguan terus daerah sini. Pipa bocor 3 kali, pemadaman rumah pompa 1 kali.",125
18028898591725446,"Hallo min, ini kayaknya dari dulu alasan perbaikan pipa 450mm yang bocor terus. Ini bagaimana min? Bener-bener mengecewakan. Selalu pas weekend, dan selalu menginformasikan pas kejadian.",129
18059463020394480,"Pak benowo tempatku kalau nyala cuma siang smaa malam, ditambah perbaikan lagi yek opoo",232
18296456557267226,@mega55639 kalau tulisannya 8 jam itu mohon diartikan 48 jam. Dasar memang kalau punya pemerintah ga bisa kerja bener.,869
18093301732692079,@pdamsuryasembada mati total PBI dari jam 7 malam.,403
18294754240268562,bayar telat dendo tpi lek mati serentak minta maaff,935
18022622252762728,@mochyusufghanii lek mati iku bayare ojk dendo,936
18142005292442672,seng duwe gawe bingung karepe dewe. ngene iki kudune tagihan banyu didiskon 80% ae ben g merugikan warga 😂,870
17919660822178610,Lealaaa mati sampai sekarang belum hidup mau ne Apa sih PDAM ini,852
18095303860769755,"Klakah Rejo ikut mati, matiin terusss, perbaikan terusss. Info malam pas jam istirahat, bangun-bangun air sudah mati total, ga semua rumah punya tandon air. Nyusahin banget sihh🔥",638
18321841948242314,@nyomudkecil_ laiyaa kalo ngomong guampang yaa kak menampung. Menampung apaa air hujan ta ? Wong ya lagi musim kemarau gini. Lagi pula minta kiriman pasokan air pun kudu banyak warga juga yang mau gak segampang itu Hadehhhh PDAM oh PDAM kalo soal tarif naik dan denda telat no 1,941
18069522929258520,"Waktue wong prei kerjo , kumpul kabeh nang omah , banyu mati, 😂 anjaaayyy lah 😢",385
18093081451639997,Yamene sek matii aee arep budal kerjo moso ga aduss min😢,805
18059682566534439,Efek turu ket sore saiki  gak  nduwe  banyu  min 😂,616
17922480759036209,"Habis diperbaiki dulu, sekarang lagi, kenapa sih kok giiituuuuu ajaaaa, tolonglah kalau udah selesai diperbaiki, ya udah cukup, jangan malah diperbaiki dan timbul masalah lagi.... Malesin deh jadinya",584
17990672396854350,Maneh ? Jane latah ta pie ?,533
18081701696018479,@pdamsuryasembada kandangan belakang pandansari kenapa ikut kena dampaknya min padahal ada rumah pompa kandangan dan padahal itu buat supply mobil tangki air gratis 😢,110
17924636547153461,Griya Citra asri kenapa PDAM nya ikut mati sih min pagi ini ? Whyyy??,512
18086970448929584,Sampe jm brpa ini,708
18393544828192039,"@ericahyadi_ Kita sebagai warga udah bayar PDAM tepat waktu, kalau kejadian sering seperti ini apa tidak mendapatkan ganti? Apalagi infonya sangat mendadak seperti ini Pak",104
18067068470591508,Libur krja..niat mau nyuci...ehh mati airnya,670
17918450778191250,"Info updatenya min,. Estimasi ±8 jam? Ini sudah lebih dari 8 jam. Ini kota bukan pelosok yg kesusahan air. Apalagi ini bayar bukan GRATIS.",105
18210253855308488,Dibaleni maneeeh...,534
18096485221780749,@pdamsuryasembada gak mati maneh...gak netes blas...adus nang masjid Iki min karo ngajak bayi ne😔😔🙏🏻,170
18531648382036116,@pdamsuryasembada estimasi menyala jam brp ?,206
17921626011174291,"@pdamsuryasembada dirumah ada anak kecil 2 org, tdk sempat nandon air krn pengumumannya mendadak, dan sy g sll liat IG nya pdam.",978
17857071183539767,owalah mati maneh.. kok yo pas wayah e onok pesenan pisan 😢😢😢😢,327
17932713792097558,"PBI sampe jam berapa mati , yang kerja suruh cepet",409
18082266889947062,"Mota mati ae anjirrrr, wayahe wong budal kerjo pisan !!!!",144
18054431387295326,@pdamsuryasembada lha jawaban sama kayak komen di bawah kurang 1jam lagi,703
17905530804127871,"Min kalau ngasih pengumuman jgn waktu jam tidur , kalau memang rencana ada perbaikan kasi pengumuman siang nya biar bisa nampung air dulu, kalau kyk gini apa yg bisa di tampung, banyu iler ta min 🤦‍♀️",130
18097536520740694,Terjadi lagi 😢😢pantesan air pagi ini TDK keluar😢😢😢,268
18390181432127812,"Bapak/Ibu PDAM yang terhormat mohon setelah perbaikan selesai debit air di besarkan sperti dulu karena setelah beberapa kali mati karena perbaikan airnya jadi tidak keluar sekalinya keluar itu kecil sekali, pak bu bayangkan di posisi kita yang tidak punya tandon itu mengganggu aktifas rumah tangga sehari",886
18078783910844632,Gangguan tuweros,588
18140487769444500,@pdamsuryasembada kalau seperti ini terus pembayarannya harusnya dpt diskon lho😢,762
18405326566142980,Kulino seh 😢,518
17968795040811454,Call center dan WA dr pagi sampe malem tidak bisa dihubungi .. bagaimana ini? Katanya 24 jam.. 24jam kok sibuk terus tidak ada yg balas,10
17981898395913773,Ya allah sg wingi ae durung mili lakok ketambahan mane ...diperpanjang ta iki critane 😭,742
17878854249303428,@pdamsuryasembada menampung opo sg ditampung pak ...yg gangguan kemarin ae belum nyala loh lakok ini ada gangguan lgi disuruh nampung ?? Nampung anginkah ??? 😭😩,586
17994454325839623,"Bayar e pasti ,air sulit",564
18418455037115563,Bandarejo apa terdampak ya,690
18057080207220675,"Mota matiii ae.... kerjo sekaligus ngunu loooo, merugikan warga ngene iki. Tagihan larang banyu mota matii ae",330
18131049832424325,Mati maneh min😢,638
18062380628384456,@pdamsuryasembada suda wa.. tolong di  cek,610
18058069628220687,pbi selaluu,396
18063036524382581,Tiap weekend kaya gini 🥹,570
18071314541260953,"YaAllah Sememi maneh sememi maneh.. seng wingi ae saiki sek milie icir"" diperpanjang maneh",452
18083193733810885,Manukan air mati lagi mulai 7.30 pagi 17 okt...sampai malam  ini gak nyala...,349
18533168980001582,@pdamsuryasembada Manukan dekat SMA 11,347
18211528144308766,Lagi dan lagi ini PDAM mati mati aja... Hmmmmmmmmmm,354
18021802145775525,"Perasaan kapan hari itu sudah perbaikan yg disini, skrg masih perbaikan lagi... Heran deh...",297
18043222661441711,"Infonya kok mepet ya? Semalam saya sudah tidur. Bangun bangun lah harusnya petang masih nyala air lah kok ke kamar mandi airnya gk keluar. Langsung pikiran saya buat cek ig nya pdam. Ternyata bener ada perbaikan lagi. Tagihan air Saya bulan ini saja 262 rb.  Kalo ditambah 5 bulan kebelakang bisa di total jadi 1 juta 600 rb an. Itu air saja loh ya. Tapi dgn kondisi air yg tidak nyala 24 jam, sering mati apalagi perbaikan yg berulang seperti ini. Seperti kapan lalu mati sampe beberapa hari. Gak semua rumah punya tandon air, dan sumur juga. Kalo cuma mengandalkan air dari pdam tapi kalo seperti ini ya sulit. Perbaikan 1 bulan saja lebih dari 1 kali. Ini namanya merugikan . Tolong kenapa kok sering bocor² terus pipanya.  Kalo tagihan murah sih oke oke aja. Pemakaian sama tagihan gk sepadan .",332
18111573226563563,@pdamsuryasembada kabar terbaru pemasangan valve di babat jerawat ?,782
18043792862440960,Orang pada tidur... Bikin pengumuman sambil mematikan air... Hebattt... 👏,801
17915657106084473,"Estimasi sampai jam brp, bangun tidur mau mandi GK bisa",813
18141546187436163,"Min tolong min,medokan ayu utara ya ampun min airnya ga keluar2,mana panas banget cuacanya 😢😢😢",249
18042986795443147,jm berapa airnya hidup pak?!! mau aktivitas menggunakan air gk bisaa,226
18111852538563539,@pdamsuryasembada iya sudah nyala tpi aliran air kembali kecil tidak seperti sebelumya yg di perbaiki kemaren,35
18128613352468137,@pdamsuryasembada smp kpn min perbaikannya? ditunggu update nya ya 😢😢,49
18115212586546702,Daerah kandangan rejo koq aienya mati min?,682
18072444830007217,Medayu utara mulai sore kemarin mati airnya tolong donk dibenerin,722
17863020237434614,"@nurivaivana kak, lihat story ya",571
17950553493021335,@ollaaqmryh oh iya apa blm dibenerin ya mb? Ya Allah gak ada air lho.,601
17987620139907792,Air di rumah saya kok tdk nyala iya...,186
18109785286597941,"sambikerep ga nyala dari pagi, gmn solusinya?",224
17950696523908602,Untuk daerah pradah air mati sampai kapan? Karena mulai kemarin sore air tidak keluar sampai skrg,370
18389295235192752,@stuylei iya betul dr pagi smpe skrg ..mau jualan jd gak bisa,572
18093799411869665,"Sambikerep kapan nyala ini airnya ? Dari pagi sampai sekarang, mau mandi, nyuci, buang air kesulitan lho ini",172
18104879998529290,"sambikerep woyyyy,tak pangan loh yo pipo.mu nek gawe goro""",150
18045360437424298,belet ngising ket mau,573
17962710738004258,"nek ws ngrti aduan sambikerep dukuh kapsan mati yo kon iku kudu gercep marakno armadamu to wokk,aku gk ndue banyu ket isuk,RT.ku ndomblong gk ngreken",109
18054113996649581,"Penyakit.e daerah sambikerep air.e pelan teruss sering mati, dan gak ada perubahan dari pihak PDAM",317
18407291227143431,@stuylei dukuh kapasan dr pagi sampe sekarang belum nyala juga,845
18122168122458989,Ayoo pak wes kentek.an banyu Kabeh Iki dukuh kapasan Ket isuk Sampek Saiki gak nyala banyune,846
17916480939074760,Kutisari dari kemarin siang PDAM ga nyala?,217
18040224206686957,@pdamsuryasembada Alhamdulillah air sudah keluar 🙌,268
18362447146095384,@pdamsuryasembada saya kutisari juga....banyak rumah yg mati oak o,382
18023395376774099,@anis_roziqi mati pak pdam nya,354
18081309104107558,@pdamsuryasembada siang ini baru menyala dan kondisi air masih kotor.,50
18393436234133842,Sumurwelut mati jg airnya,640
17989861100853961,"Sumur welut, lalarsantri kok juga mati jam 5 tadi. Gak ada info sebelum nya ya?",98
17963819511002437,"Air Umbulan mbok ya  di alirkan ke warga, jgn perumahan mewah tok.....",237
18071192612464295,"Bayar pdam telat dendae joss, laporan dari pagi pdam mati 1 kampung sampai malam belum ada respon",939
17903242779273244,"Tambak mayor barat gang 1a, warga sudah kehabisan air dari jam 6 sampai skrang blm ada respon dari pdam sudah laporan pihak rt dan warga yg lain",949
18055449719280760,081259954242 (tambak mayor barat gang 1a) depan gudang jawa indah tanjungsari,868
17908465860253257,"Gimna min, menjelang 2 hari air di rumah"" sudah habis. Blm ada tindakan apapun",490
17972987054951095,"Bersama Santri, Membangun Negeri ❤️",629
17962846910995281,Selamat hari santri 🙌😍,517
18075976922136723,Terima kasih Perumdam Surya Sembada,963
17857410507479712,Selamat Hari Santri 🫱🫲✨️,517
18179675422342361,Kapan selesainya ? Pantesan air keci sekalii 😢,261
18044049353408842,Ini beritanya latepost apa salah tanggal? Sekarang kan tanggal 21.,765
18414631048118659,"kalijaran air nya ko gapernah ngalir yaa, tapi bayarnya tetap",663
17861293176509993,sudah menghubungi CS terkait kalijaran airnya tidak mengalir ko sudah 2 hari tidak ada respon yaa?,289
17879914440409641,TOLONG MINN BELOM MANDI SEMINGGU,305
18044004086438400,@panti.remaja iya mas bener kok matian trus ya min kalijaran,661
18085841378495214,"kalijaran 2 minggu airnya sulit mengalir,sudah menghubungi cs,wa,dm, dan x tapi kurang gercep,tolong respon cepatnya!",290
18103022236720108,HADUH PDAM,215
18038699942494648,"kak untuk kalijaran sambikrep airnya tidak mengalir, mohon bantuannya",752
18083782124298984,"min air e kalijaran cilik pol, kate ados uangel",479
18538180381004794,KALIJARAN MIN TOLONG TOLONG,662
18061473716416876,Njalok tolong min gareng kabeh wes an @mister.aloy,535
18053351183634918,@kakakumoro_ @cakj1 minta tolong ga ada air di kalijaran sambikerep,487
17915249463206736,"Karah mati lagi,..,. Ya Allah wayahe adus budal kerjo+sekolah loh😢😢😢😢",806
17872754652442653,"kak daerah jambangan mati lg airnya. kok gaada pemberitahuan ya? saranmu suruh nampung, lah kl gaada pemberitahuan mau nampung pake apaaaass duh",800
17989335674892895,"Halo kak, ini kenapa ya setiap pagi dan malam gada air, kalau sudah semingguan seperti ini kak, tolong bantuannya🙏🏻",757
17896533456337538,Tempurejo banyune mati gak onok banyu blas minn gak ados ikki . Mati yho gak ngomong estimasi tgl 15 Saiki wes tanggal piro,804
17953896917892323,@pdamsuryasembada @kakakumoro_  wa en iku ka pegel aku,611
18064863815524460,Minta tolong wilayah bronggalan itu kalo keluar da waktunya pagi 5 s.d 9. Malam 18.00 s.d 22.00 ini terjadi sudah bertahun tahun saya mohon solusinya. Saya tiap laporan pas petugas kesini air sdh mengalir. Jadi gak jadi ngecek. Minta tolong pdam surabaya perhatikan daerah yg airnya lancar ada waktunya. Terima kasih,896
17862428742434977,"Pagi min, min ini menanggal air mati kenapa ya kok ga ada info? Masa air mati uda kaya puasa daud 😪",99
18028304177738031,woooyyy kapan nyala...,202
18101050447725823,Jl juwingan Juga terdampak kah min dr td airnya gak keluar 🙌,336
18045341198690467,Juwingan masih lama kah min?,724
17850490845575013,"Selamat pagi min, air didaerah Krembangan tidak keluar. Kenapa tidak ada info sebelumnya",81
18083831159310919,Daerah Krembangan dan sekitarnya air mati,82
18076259513169482,"Krembangan dkk tiba2 mati, waktunya sekolah & kerja jadi ada yg ga mandi min.. susah ta min ngasih info dulu... Minimal qta bs prepare sblmnya",21
18125326402500394,Mati lagi hari ini 😢,638
17983809845750402,Lha ini daerah krembangan dari semalem mati ngga ada pemberitahuan,79
18066874919086411,"@pdamsuryasembada iya pak td saya sdh japri pihak lapangan langsung, capek pak. Btw itu box culvert kapan selesainya? Mohon dibantu difollow up ke pak @ericahyadi_  agar cepet selesai. Kalo pas diare gini puyeng air tiap hari mati. Omset UMKM juga terdampak lho pak. Pelanggan merasa dirugikan krn kami bayar tagihan PDAM tp tdk yg kita dpt ga maksinal.",983
18082281839075846,"PLN padam, air knp lah jd kd mengalir jua. Apa hubunganya lah...kebangetan eh",361
18100404565648834,Krembangan air mati sampai jam brp min?,371
18094374628839483,Katanya estimasi -+8jam mati dari jam 9malam sampek skrg belom nyalaaahh tolong dong punya bayiiiiii iniiii,841
18037614770704669,ya allah pak sekrng uda jam berpa air blm nyala😭 tolong lah pak ini satu blok pak gk ada air gk ada yg di minta tolongn 😢,834
17925431682119556,"SEMEMI BARU MATI LAGI @pdamsuryasembada ... Dulu gak diperbaiki air malah lancar, 2 kali perbaikan ginian malah air gak lancar...",34
18085614379939280,"@pdamsuryasembada kok mati lagi wilayah sememi jaya baru, katanya sudah selesai yg perbaikannya di leher L kendung, kenapa harus seperti ini",22
18081691168981506,Tolong sampai sekarang air masih belum nyala di pbi blok belakang,833
18100898524653489,Pak di bulak airnya mati kah,641
17851177413534143,Smpi sekarang sememi belum keluar air nya,275
