post_id,comment_id,created_at,username,text,parent_comment_id,comments
DPiRgn6k9BI,17950743605904407,2025-10-19 04:12:37 WIB,diska_kristiani,"['lapor', 'pdam', 'gara <num>', 'banyu', 'ket', 'jumat', 'jam', '<num>', 'sampe', 'iki', 'mau', 'jam', '<num>', 'bengiii', 'lagek', 'nyala', 'ak', 'terpaksa', 'g', 'turu', 'howo', 'panasss', 'badan', 'pliket', 'kabehhh', 'nyala', 'langsung', 'mandi', 'isi', 'semua', 'bak', 'air', 'umbah <num>', 'jam', '<num>', 'subuhhh', 'yahmene', 'lagek', 'ape', 'turu', 'bossss']",,"Lapor PDAM, gara2 banyu Ket Jumat jam 9 sampe Iki mau jam 1.45 bengiii lagek nyala, ak terpaksa g turu, howo panasss, badan pliket kabehhh, nyala langsung mandi,  isi semua bak air, umbah2 jam 3 subuhhh. Yahmene lagek ape turu bossss"
DPiRgn6k9BI,18001560917667584,2025-10-19 09:43:35 WIB,quinthariarh,"['katanya', 'perbaikan', 'sudah', 'selesai', '?', 'tapi', 'kenapa', 'air', 'gak', 'nyala', 'apa', 'sudah', 'menjadi', 'rutinitas', 'pdam', 'setiap', 'wekeend', 'air', 'gak', 'nyala', '!', '!']",,Katanya perbaikan sudah selesai ? Tapi kenapa air gak nyala. Apa sudah menjadi rutinitas PDAM setiap wekeend air gak nyala ‼️
DPiRgn6k9BI,18069617438194442,2025-10-20 21:39:47 WIB,irwanagatot,"['ini', 'jl', 'juwingan', 'air', 'nya', 'mati', 'gak', 'ada', 'info', 'mohon', 'infonya', 'sampai', 'kapan', 'mati', '?']",,"Ini jl. Juwingan air nya mati, gak ada info, mohon infonya sampai kapan mati?"
DPiRgn6k9BI,18076846397137002,2025-10-21 16:25:53 WIB,elmidwi_hartanti,"['info', 'sampek', 'tgl', 'brp', 'promo', 'nya']",,Info Sampek tgl brp promo nya
DPiRgn6k9BI,18084210139801347,2025-10-23 09:08:55 WIB,irishcartenz8,"['karah', 'air', 'mati', 'lagi', 'knp', 'min', 'pas', 'nggak', 'punya', 'air']",,"Karah, air mati lagi knp min. Pas nggak punya air"
DPiRgn6k9BI,17895459735342967,2025-10-23 10:03:50 WIB,kokobramiko,"['ruwet', 'wes', 'mbayar', 'gak', 'dipasang-pasang', 'wes', 'meh', 'sebulan']",,"Ruwet ........wes mbayar gak dipasang-pasang, wes ,meh sebulan"
DPiRgn6k9BI,18096771460773983,2025-10-25 14:52:38 WIB,hameedaa71,"['mau', 'daftar', 'pasang', 'pdam', 'gimana', 'daftarnya']",,Mau daftar pasang pdam. Gimana daftarnya.
DPiRgn6k9BI,18061043894166410,2025-10-26 08:35:02 WIB,rafikaiffah,"['knp', 'pdam', 'air', 'belum', 'normal', 'ini', 'sudah', 'satu', 'mingguan', 'inipagi', 'gak', 'nyala', 'wonorejo', 'manukan', 'kulon']",,Knp pdam Air belum normal ini sudah satu mingguan ini😢pagi gak nyala😭 Wonorejo Manukan kulon
DPiRgn6k9BI,17915692383071622,2025-10-26 18:31:12 WIB,rizamuhammad260491,"['woeee', 'lidah', 'kulon', 'banyu', 'ne', 'matek', 'sedinoan']",,"Woeee, lidah kulon banyu ne matek sedinoan"
DPiRgn6k9BI,18098183989747717,2025-10-26 20:28:56 WIB,rizamuhammad260491,"['terus', 'ini', 'ga', 'ada', 'perbaikan', '?', 'mati', 'mulai', 'kemarin', 'malam', 'lohh']",,@pdamsuryasembada terus ini ga ada perbaikan?mati mulai kemarin malam lohh
DPiRgn6k9BI,17862035121513249,2025-10-29 14:56:53 WIB,april.liatri,"['pdam', 'yang', 'terbaik', 'kenapa', 'air', 'saya', 'selalu', 'keruh', 'dan', 'bau', 'nya', 'kayak', 'air', 'airnya', 'bagus', 'hanya', 'di', 'jam', 'jam', 'tertentu', 'saya', 'sudah', 'pengajuan', 'complain', 'tapi', 'pas', 'di', 'cek', 'airnya', 'bersih', 'pas', 'saya', 'isi', 'di', 'jam', 'pagi', 'aja', 'semisal', 'airnya', 'bau', 'keruh', 'gimana', 'dong', 'pdam', 'saya', 'harus', 'mengadu', 'ke', 'siapa', 'dong', '?', '?', 'petugasnya', 'mungkun', 'sampek', 'bosen', 'tiap', 'hari', 'kerumah']",,"PDAM YANG TERBAIK, KENAPA AIR SAYA SELALU KERUH DAN BAU NYA KAYAK AIR , AIRNYA BAGUS HANYA DI JAM JAM TERTENTU, SAYA SUDAH PENGAJUAN COMPLAIN TAPI PAS DI CEK AIRNYA BERSIH PAS SAYA ISI DI JAM PAGI AJA SEMISAL AIRNYA BAU KERUH,, GIMANA DONG PDAM, , SAYA HARUS MENGADU KE SIAPA DONG..?? PETUGASNYA MUNGKUN SAMPEK BOSEN TIAP HARI KERUMAH..."
DPiRgn6k9BI,17986070570888366,2025-10-09 16:08:06 WIB,bakulgedangsusu,"['kebraon', 'banyune', 'mateek', 'caakkk']",,KEBRAON BANYUNE MATEEK CAAKKK
DPiRgn6k9BI,18375907627199811,2025-10-09 16:09:05 WIB,karunia_ayu_mukti,"['paaakkleekk', 'kebraon', 'airnya', 'matiii']",,Paaakkleekk Kebraon airnya matiii
DPiRgn6k9BI,18535044238056913,2025-10-09 16:12:18 WIB,inggit_putri18,"['kok', 'mati', 'lagi', 'pdam', 'kebraondan', 'seperti', 'bisa', 'ga', 'ad', 'pemberitahuan']",,"kok mati lagi pdam kebraon,dan seperti bisa ga ad pemberitahuan"
DPiRgn6k9BI,18077103407116272,2025-10-10 06:16:36 WIB,mayarini29,"['di', 'karah', 'airny', 'mati', 'ada', 'ap', 'yaaaaduuuh', 'efek', 'gorong <num>', 'ini', 'bikin', 'sedih', 'masak', 'dua', 'minggu', 'ini', 'gantian', 'yo', 'air', 'yo', 'wifi', 'moro', 'mati', 'trus']",,Di karah airny mati ada ap yaaa....aduuuh efek gorong² ini bikin sedih masak dua minggu ini gantian yo air yo wifi moro mati trus😢
DPiRgn6k9BI,18121471204519568,2025-10-10 11:49:52 WIB,susii_lowati19,"['saya', 'ngajukan', 'dari', 'tanggal', '<num>', 'september', 'sampai', 'sekarang', 'masih', 'blm', 'ada', 'pemasangan', 'sudah', '<num>', 'hari', 'masih', 'blm', 'ada', 'pemasangan']",,"Saya ngajukan dari tanggal 22 September sampai sekarang masih blm ada pemasangan, sudah 19 hari masih blm ada pemasangan"
DPiRgn6k9BI,18026508884546362,2025-10-10 11:51:09 WIB,susii_lowati19,"['padahal', 'kata', 'petugas', 'nya', 'waktu', 'saya', 'ngumpulin', 'berkas', 'menginfokan', 'semingguan', 'untuk', 'pemasangan', 'nya']",,Padahal kata petugas nya waktu saya ngumpulin berkas menginfokan semingguan untuk pemasangan nya
DPiRgn6k9BI,18077195474121687,2025-10-11 21:21:09 WIB,sawnturns,"['kebraonnn', 'mati', 'airnyaa', 'pakkk']",,kebraonnn mati airnyaa pakkk :(((
DFKccJJPeW_,18070492025485104,2025-06-27 00:43:33 WIB,handokomulyoadi,"['pdam', 'nok', 'kampung', 'candi', 'kuwukan', 'baru', 'metu', 'e', 'dalu', 'dalu', 'yo', 'kudu', 'melek', 'bendino', 'ket', 'masang', 'ga', 'tau', 'isok', 'ngerasakno', 'banyu', 'mancur', 'teko', 'kran', 'ya', 'opo', 'min', 'ben', 'laporan', 'ga', 'tau', 'onok', 'hasil', 'e', 'karo', 'solusi', 'e', 'di', 'janjikan', 'tok', 'sampe', 'sak', 'iki', 'yo', 'pancet', 'ae', 'ga', 'onok', 'perkembangan', 'e']",,PDAM nok kampung Candi kuwukan baru metu e dalu dalu yo kudu melek bendino ket masang ga tau isok ngerasakno banyu mancur teko kran ya opo min ben laporan ga tau onok hasil e karo solusi e di janjikan tok sampe sak iki yo pancet ae ga onok perkembangan e🤦🏻🤦🏻🤦🏻
DFKccJJPeW_,18074382841760788,2025-07-08 20:39:55 WIB,johanliebertttt_,"['pdam', 'noroki', 'keluargaku', 'terus', 'tagihan', 'gamasuk', 'akal', 'mesti', 'alasane', 'ada', 'aja', 'yang', 'pelampung', 'rusak', 'lah', 'meteran', 'kurang', 'tinggi', 'lah', 'dll', 'howalah', 'yooo <num> mangkelno']",,Pdam noroki keluargaku terus tagihan gamasuk akal mesti alasane ada aja yang pelampung rusak lah meteran kurang tinggi lah dll howalah yooo²....mangkelno
DFKccJJPeW_,17967879521922414,2025-07-14 15:15:24 WIB,paul7539459,"['sampaikan', 'kepegawai', 'anda', 'atas', 'nama', 'glen', 'putra', 'pradana', 'setiadarma', 'untuk', 'segera', 'bayar', 'tagihannya']",,sampaikan kepegawai anda atas nama Glen Putra Pradana Setiadarma untuk segera bayar tagihannya
DFKccJJPeW_,18520424494006782,2025-07-14 15:22:13 WIB,paul7539459,"['suruh', 'bayar', 'hutang', 'kak']",,@glen_probity suruh bayar hutang kak
DFKccJJPeW_,18276440848277716,2025-07-15 12:51:20 WIB,johanliebertttt_,"['nyenyenye', 'kesel', 'aku', 'ngrasakno', 'awkmu']",,@pdamsuryasembada nyenyenye kesel aku ngrasakno awkmu
DFKccJJPeW_,18016620065738571,2025-07-16 07:19:52 WIB,mardhairaa_,"['air', 'di', 'wilayah', 'bungkal', 'sambikerep', 'mati']",,Air di wilayah bungkal sambikerep mati
