post_id,created_at,username,text
DPiRgn6k9BI,2025-10-09 16:08:06 WIB,bakulgedangsusu,"['kebraon', 'air', 'mati']"
DPiRgn6k9BI,2025-10-09 16:09:05 WIB,karunia_ayu_mukti,"['kebraon', 'air', 'mati']"
DPiRgn6k9BI,2025-10-09 16:12:18 WIB,inggit_putri18,"['mati', 'pdam', 'kebraon', 'ad', 'pemberitahuan']"
DPiRgn6k9BI,2025-10-10 06:16:36 WIB,mayarini29,"['karah', 'air', 'mati', 'ap', 'efek', 'gorong-gorong', 'bikin', 'sedih', 'masak', 'minggu', 'ganti', 'air', 'wifi', 'mati']"
DPiRgn6k9BI,2025-10-10 11:49:52 WIB,susii_lowati19,"['aju', 'tanggal', 'september', 'pasang', 'pasang']"
DPiRgn6k9BI,2025-10-10 11:51:09 WIB,susii_lowati19,"['tugas', 'kumpul', 'berkas', 'info', 'satu minggu', 'pasang']"
DPiRgn6k9BI,2025-10-11 21:21:09 WIB,sawnturns,"['kebraon', 'mati', 'air']"
DFKccJJPeW_,2025-10-10 06:33:39 WIB,primadia_amanda,"['pagi', 'air', 'daerah', 'karah', 'mati', 'pemberitahuan']"
DFKccJJPeW_,2025-10-14 15:51:52 WIB,jastipbahagia,"['air', 'mati']"
DFKccJJPeW_,2025-10-15 00:50:45 WIB,shafaardini,"['air', 'mati', 'wisma', 'pagesangan', 'pemberitahuan', 'mati']"
DFKccJJPeW_,2025-10-19 10:36:23 WIB,kris_acenk,"['barusan', 'rumah', 'aku', 'tugas', 'pdam', 'tuju', 'ganti', 'meter', 'pdam', 'surat', 'tugas', 'beliau', 'foto', 'orang', 'kendara', 'surat', 'tugas', 'langsung', 'pergi', 'alas', 'rumit', 'bongkar']"
DFKccJJPeW_,2025-10-22 19:36:51 WIB,putridaniarw,"['simo', 'tambaan', 'barusan', 'mertua', 'tugas', 'abal', 'suruh', 'ganti', 'meter']"
DFKccJJPeW_,2025-10-27 13:59:14 WIB,astrichanteratai,"['meter', 'ganti']"
DFKccJJPeW_,2025-10-27 20:47:59 WIB,ekypradana,"['tugas', 'cek', 'meter', 'salah', 'langgan']"
DO-Gmy3k2oA,2025-10-02 05:37:18 WIB,fredlina,"['mohon', 'bantu', 'pdam', 'wilayah', 'kebraon', 'air', 'alir', 'tanggal', 'malam', 'pagi', 'kompensasi', 'air', 'tangki']"
DO-Gmy3k2oA,2025-10-02 06:33:50 WIB,pundirama,"['berangkat', 'sekolah', 'berangkat', 'kerja', 'pdam', 'mati', 'daerah', 'pondok', 'maritim', 'lurah balas', 'klumprik']"
DO-Gmy3k2oA,2025-10-03 05:53:18 WIB,yusuf_yogadinata,"['daerah', 'gading', 'karya', 'pagi', 'mati', 'air', 'sore', 'mati']"
DO-Gmy3k2oA,2025-10-03 05:54:04 WIB,yusuf_yogadinata,['ulan']
DO-Gmy3k2oA,2025-10-05 21:36:44 WIB,bremana_adi,"['sore', 'malam', 'air', 'mati', 'daerah', 'komplek', 'tni', 'al', 'juanda', 'susah']"
DO-Gmy3k2oA,2025-10-06 07:13:17 WIB,bremana_adi,"['keluar', 'air']"
DO-Gmy3k2oA,2025-10-06 08:27:50 WIB,bremana_adi,"['komplek', 'tni', 'al', 'juanda', 'sore', 'air', 'sekolah', 'kantor']"
DO-Gmy3k2oA,2025-10-07 02:11:43 WIB,agungprasetyodh,"['air', 'kebraon', 'mati', 'informasi', 'sm', 'tugas']"
DO-Gmy3k2oA,2025-10-07 06:58:35 WIB,ardigun09,"['pagi', 'pdam', 'kebraon', 'gang', 'sekolah', 'mati', 'baik', 'gang', 'tomat', 'kebraon', 'pagi', 'mati', 'debit', 'air', 'kecil', 'mohon', 'baik', 'wilayah', 'pokok', 'tekan', 'air', 'kurang', 'pagi', 'mati']"
DO-Gmy3k2oA,2025-10-07 07:46:55 WIB,agungprasetyodh,"['keluar', 'mati', 'air', 'tandon', 'tip']"
DO-Gmy3k2oA,2025-10-07 08:35:32 WIB,galang_rizza43,"['pdam', 'daerah', 'jiwa', 'mati']"
DO-Gmy3k2oA,2025-10-07 11:09:12 WIB,agungprasetyodh,"['hubung', 'telpon', 'wib', 'siang', 'tugas']"
DO-Gmy3k2oA,2025-10-07 11:47:32 WIB,agus_luigi,"['senin', 'tanggal', 'oktober', 'tugas', 'pdam', 'ganti', 'meter', 'ganti', 'meter', 'gerak', 'kran', 'air', 'tutup', 'lokasi', 'kedung', 'baruk rungkut']"
DO-Gmy3k2oA,2025-10-07 12:26:47 WIB,agungprasetyodh,"['tugas', 'baik', 'pipa', 'bocor', 'lokasi']"
DO-Gmy3k2oA,2025-10-08 05:05:37 WIB,anitaoffice2025,"['pagi', 'pdam', 'pdam', 'gayung', 'kebonsari', 'pagi', 'keluar', 'air', 'air', 'alir', 'siang', 'mohon', 'informasi', 'bantu']"
DO-Gmy3k2oA,2025-10-08 08:31:16 WIB,anitaoffice2025,['kerja']
DO-Gmy3k2oA,2025-10-08 09:38:50 WIB,tatong_pudjantoko,"['jadwal', 'catat', 'mandiri', 'tanggal', 'ubah', 'pikir', 'pergi', 'kota']"
DO-Gmy3k2oA,2025-10-10 11:00:51 WIB,mirandaaa14,"['telpon', 'no', 'sibuk']"
DO-Gmy3k2oA,2025-10-10 11:53:10 WIB,susii_lowati19,"['terang', 'proses', 'cepat', 'kumpul', 'berkas', 'tanggal', 'september', 'pasang']"
DO-Gmy3k2oA,2025-10-13 11:35:32 WIB,susii_lowati19,"['kirim', 'pesan']"
DO-Gmy3k2oA,2025-10-17 07:56:28 WIB,baimmm,"['daftar', 'daring', 'via', 'aplikasi', 'tahap', 'verifikasi', 'pasang', 'butuh']"
DO-Gmy3k2oA,2025-10-22 16:44:04 WIB,katschisby,"['pekan', 'pdam', 'kunjung', 'rumah', 'istri', 'tangan', 'no', 'surat', 'tidak ada apa', 'informasi', 'janji', 'to', 'ganti', 'meter', 'has', 'to', 'be', 'jadwal', 'meter', 'not', 'until', 'pekan', 'no', 'informasi', 'layan', 'mohon', 'cek', 'maksud', 'jalan', 'has', 'tidak ada apa', 'to', 'do', 'layan', 'do', 'butuh', 'info', 'mohon', 'via', 'messenger', 'terima kasih']"
DO-Gmy3k2oA,2025-10-28 18:34:25 WIB,baimmm,"['nomor antri', 'mohon', 'bantu']"
DO-Gmy3k2oA,2025-10-31 03:26:27 WIB,opera8176,"['daerah', 'jalan', 'gresik', 'mati', 'pdam', 'mohon', 'tindak', 'air']"
DO-Gmy3k2oA,2025-10-02 04:30:49 WIB,wennyisnaeni,"['pdam', 'mati', 'wilayah', 'rumah', 'pondok', 'maritim', 'pemberitahuan', 'tidur', 'mati', 'anak', 'kerja', 'sekolah', 'butuh', 'air', 'mandi']"
DQaW2fUk2z4,2025-10-30 06:44:46 WIB,kosmelatiindah,"['pagi', 'air', 'mati', 'area', 'wisma', 'lidah', 'kulon']"
DQeDOzKk-P7,2025-10-31 22:15:15 WIB,yisapratama,['nyala']
DQeDOzKk-P7,2025-10-31 23:28:44 WIB,tasyalulaa,['nyala']
DQb3Hrvk8Ky,2025-10-31 06:07:26 WIB,cahyakamilarosa,"['admin', 'area', 'dupak', 'keluar', 'air', 'chat', 'tangki', 'air', 'respon']"
DQdL1MMEx6i,2025-10-31 09:21:20 WIB,wiksaebeced,"['telpon', 'call', 'center', 'respon', 'adu', 'rusa', 'meter']"
DQdL1MMEx6i,2025-10-31 10:44:46 WIB,wiksaebeced,['terima kasih']
DQZHJ4Uk6Ef,2025-10-29 19:48:17 WIB,denikdamayantii,[]
DQZHJ4Uk6Ef,2025-10-29 19:53:12 WIB,lindapriskilar,['proyek']
DQZHJ4Uk6Ef,2025-10-29 21:02:54 WIB,vlntnfbran,['anjir']
DQZHJ4Uk6Ef,2025-10-30 06:35:08 WIB,bhagyawan_bhagik0,"['air', 'pdam', 'jalan', 'raya', 'sambikerep', 'mati']"
DQZHJ4Uk6Ef,2025-10-30 08:22:01 WIB,bhagyawan_bhagik0,"['pemberitahuan', 'antisipasi', 'lupa', 'pemberitahuan']"
DQZHJ4Uk6Ef,2025-10-30 16:27:28 WIB,lindapriskilar,['informasi']
DQbRfbuEzZL,2025-10-30 15:30:35 WIB,akmalreyhnth,"['keren', 'instalasi', 'ipam', 'ngagel']"
DQbRfbuEzZL,2025-10-30 15:46:38 WIB,presarioqalamm,"['keren', 'olah', 'ipam', 'ngagel']"
DQbRfbuEzZL,2025-10-30 17:19:14 WIB,sheiraekaa,[]
DQbRfbuEzZL,2025-10-30 17:55:44 WIB,fachryandd,"['dang', 'ipam', 'ngagel', 'keren']"
DQbRfbuEzZL,2025-10-30 18:09:13 WIB,widyarigga,['baik']
DQbRfbuEzZL,2025-10-30 18:10:38 WIB,kharistiano28,"['perumda', 'air', 'minum', 'populer']"
DQbRfbuEzZL,2025-10-30 20:00:33 WIB,subahan_hadi,"['maju', 'layan']"
DQbRfbuEzZL,2025-10-30 21:13:19 WIB,nrkumalakn___,['keren']
DQVetJrk5Xh,2025-10-28 12:08:38 WIB,widyarigga,"['sumpah', 'pemuda']"
DQVetJrk5Xh,2025-10-28 13:05:16 WIB,akmalreyhnth,"['bangga', 'pemuda', 'indonesia']"
DQVetJrk5Xh,2025-10-28 13:05:46 WIB,ann.wattimena,"['sumpah', 'pemuda']"
DQVetJrk5Xh,2025-10-28 13:08:53 WIB,nrkumalakn___,"['lahir', 'to', 'be', 'bangga', 'besar', 'as', 'indonesia']"
DQVetJrk5Xh,2025-10-28 13:10:23 WIB,ran_nayainayah,"['alir', 'semangat', 'muda']"
DQVetJrk5Xh,2025-10-28 13:11:06 WIB,rajwaazhf,"['sumpah', 'pemuda']"
DQVetJrk5Xh,2025-10-28 13:13:27 WIB,presarioqalamm,"['sumpah', 'pemuda']"
DQVetJrk5Xh,2025-10-28 13:28:12 WIB,fachryandd,"['bangga', 'pemuda', 'indonesia']"
DQVetJrk5Xh,2025-10-28 13:46:00 WIB,nibrassy,"['sumpah', 'pemuda']"
DQVetJrk5Xh,2025-10-28 22:15:59 WIB,damaxrif,"['sumpah', 'pemuda', 'cermin', 'berani', 'anak', 'bangsa', 'satu', 'tengah', 'beda']"
DQLxAJbk15p,2025-10-25 02:46:07 WIB,bellaaristas,"['rumah', 'daerah', 'ptc', 'surabaya', 'barat', 'air', 'keruh', 'kemaren']"
DQLxAJbk15p,2025-10-25 08:12:10 WIB,hafana_transport,['bagus']
DQLxAJbk15p,2025-10-25 11:04:40 WIB,miftachul_retna,"['jambang', 'air', 'mati', 'sabtu', 'siang', 'nyala', 'bayar']"
DQLxAJbk15p,2025-10-25 17:30:57 WIB,annishafs,"['jambang', 'air', 'nyala', 'cm']"
DQTN1kMk1z5,2025-10-27 15:30:42 WIB,garin06,"['medayu', 'air', 'mati', 'baik']"
DQTN1kMk1z5,2025-10-28 08:01:24 WIB,irvydaniara,"['sambikerep', 'mati', 'air', 'gada', 'pemberitahuan']"
DQTN1kMk1z5,2025-10-28 09:55:42 WIB,marcelia_dini,"['mati', 'air', 'pagi', 'mandi', 'tayamum', 'sambikerep']"
DQTN1kMk1z5,2025-10-28 11:14:52 WIB,ariefmasduqi07,"['air', 'keluar', 'nang', 'sambikerep', 'berangkat', 'kerja', 'mandi', 'air', 'keluar']"
DQTMF6XE7Cl,2025-10-27 16:11:06 WIB,ollaaqmryh,"['medok', 'ayu', 'mati']"
DQTMF6XE7Cl,2025-10-27 17:26:46 WIB,dolankesiniyuk,[]
DQTMF6XE7Cl,2025-10-27 17:27:25 WIB,dolankesiniyuk,"['area', 'medayu', 'air', 'mati']"
DQTMF6XE7Cl,2025-10-27 17:54:05 WIB,garin06,"['nyala', 'pemberitahuan', 'status', 'pdam', 'pemberitahuan']"
DQTMF6XE7Cl,2025-10-27 19:28:08 WIB,shiro.lenny,"['bantu', 'pipa', 'salur', 'air', 'bocor', 'habis', 'giat', 'warga', 'bersih', 'got', 'hari', 'lapor', 'rabu', 'tangan']"
DQTMF6XE7Cl,2025-10-28 00:14:18 WIB,ollaaqmryh,"['medok', 'ayu', 'mati', 'tindak', 'dm', 'instagram', 'chat', 'wa', 'call', 'center', 'lambat', 'respon']"
DQTMF6XE7Cl,2025-10-28 02:44:42 WIB,lindapriskilar,"['medayu', 'utara', 'minggu', 'mati', 'air', 'minggu', 'mati', 'pemberitahuan', 'kaya', 'tu', 'kompensasi', 'cape', 'admin', 'proyek', 'kotak', 'culvert', 'mesti', 'mati', 'air']"
DQTMF6XE7Cl,2025-10-28 05:07:34 WIB,ollaaqmryh,"['nyala', 'air', 'tidur', 'tunggu', 'air', 'nyala', 'malam']"
DQTMF6XE7Cl,2025-10-28 05:52:20 WIB,lindapriskilar,"['nyala', 'tengah', 'malam', 'lantai', 'rumah', 'lantai', 'tempat', 'kakak', 'keluar']"
DQTMF6XE7Cl,2025-10-28 06:02:33 WIB,ollaaqmryh,"['nyala', 'kakak', 'medayu']"
DQTMF6XE7Cl,2025-10-28 08:50:30 WIB,lindapriskilar,"['gang', 'sendiri bagi', 'air']"
DQTMF6XE7Cl,2025-10-28 10:04:31 WIB,ollaaqmryh,['mati']
DQTMF6XE7Cl,2025-10-28 11:34:08 WIB,lindapriskilar,"['barusan', 'keluar', 'mati']"
DQTMF6XE7Cl,2025-10-28 15:46:47 WIB,lindapriskilar,"['moga', 'cepat']"
DQTMF6XE7Cl,2025-10-28 20:42:04 WIB,shiro.lenny,"['tanggap', 'smp', 'komen', 'instagram']"
DQTMF6XE7Cl,2025-10-29 12:09:18 WIB,shiro.lenny,"['tengah', 'malam']"
DQS9mzaEw-b,2025-10-27 10:02:41 WIB,mhmdrizkyy12._,"['tau', 'sejarah', 'listrik', 'terima kasih', 'jelas', 'pdam']"
DQWUoiYkzuI,2025-10-29 14:59:04 WIB,mrarie,['nyala']
DQWUoiYkzuI,2025-10-29 17:54:54 WIB,rewi.18,"['moga', 'malam', 'alir', 'air']"
DQWUoiYkzuI,2025-10-29 18:20:50 WIB,puputdeka_17,"['bangil', 'mati']"
DQWUoiYkzuI,2025-10-29 19:42:47 WIB,diannur7,['nyala']
DQWUoiYkzuI,2025-10-29 20:28:19 WIB,diannur7,"['barusan', 'nyala', 'alir', 'nyala', 'moga', 'tim', 'baik', 'pipa', 'sehat', 'selamat']"
DQWiWq1k_n3,2025-10-29 18:07:14 WIB,anggachristianhananta,"['layan', 'prima', 'wujud', 'kerja', 'nyata']"
DQYeUX4k85g,2025-10-29 13:37:19 WIB,budiwiratmo,"['lapor', 'warga', 'gayungsari', 'barat', 'keluh', 'air', 'pdam', 'mati kecil', 'pipa', 'rusak', 'akibat', 'gali', 'kotak', 'culvert', 'empat', 'lalu lintas', 'lampu', 'gayungsari', 'barat']"
DQYeUX4k85g,2025-10-29 14:50:06 WIB,damaxrif,"['sehat', 'tugas', 'pam', 'surya', 'sembada', 'moga', 'lancar', 'kerja']"
DQYeUX4k85g,2025-10-29 16:56:52 WIB,budiwiratmo,"['kontraktor', 'gali', 'kotak', 'culvert', 'pipa', 'rusak', 'empat', 'lalu lintas', 'lampu', 'jalan', 'gayungsari', 'barat', 'mohon', 'bantu', 'warga', 'keluh']"
DQYeUX4k85g,2025-10-29 18:05:05 WIB,anggachristianhananta,"['juang', 'air', 'tugas', 'pam', 'surya', 'sembada', 'kota', 'surabaya', 'benar']"
DQYeUX4k85g,2025-10-29 18:41:57 WIB,budiwiratmo,"['matur', 'respon', 'bantu', 'tim']"
DQYeUX4k85g,2025-10-29 19:14:12 WIB,arsitadesi,"['air', 'gayung']"
DQYeUX4k85g,2025-10-30 20:26:58 WIB,budiwiratmo,"['warga', 'keluh', 'air', 'pdam', 'mati', 'rusa', 'tangan']"
DQYeUX4k85g,2025-10-30 20:41:12 WIB,akmalreyhnth,['gercep']
DQYeUX4k85g,2025-10-31 16:48:41 WIB,budiwiratmo,"['respon', 'bantu', 'cepat']"
DQGDe55kxu-,2025-10-22 16:51:20 WIB,katonsetyawan,"['kebraon', 'air', 'keluar', 'air', 'keluar']"
DQLWM3Sk4tz,2025-10-24 21:54:28 WIB,frans_jeremyoriental12,"['daerah', 'rungkut', 'mapan', 'dampak']"
DQLWM3Sk4tz,2025-10-24 21:54:55 WIB,frans_jeremyoriental12,"['mohon', 'cepat', 'rwspons']"
DQLWM3Sk4tz,2025-10-25 17:27:26 WIB,nurissfarra,"['bulak', 'rukem', 'timur', 'keluar', 'air']"
DQLWM3Sk4tz,2025-10-31 11:14:15 WIB,bayuhadileksana,"['terima kasih', 'pdam']"
DQJNTI4k5PD,2025-10-23 17:48:59 WIB,lovia_shop,"['bulak', 'rukem', 'timur']"
DQJNTI4k5PD,2025-10-23 19:05:28 WIB,sariwkartika,[]
DQJNTI4k5PD,2025-10-23 20:57:53 WIB,deviepuspitasari92,"['bagus', 'kabar', 'orang', 'siap', 'ky']"
DQJNTI4k5PD,2025-10-24 16:22:07 WIB,a.adiprima,"['dukuh', 'setro', 'gading', 'lebak', 'dampak']"
DQJNTI4k5PD,2025-10-24 17:58:02 WIB,_cindiari,"['tambak', 'rejo']"
DQJNTI4k5PD,2025-10-24 18:22:46 WIB,arjunkhan1982,"['mampir', 'camat', 'sukolilo', 'dampak', 'bahan', 'kedung', 'baruk', 'batas', 'kali', 'brantas']"
DQJNTI4k5PD,2025-10-24 20:23:20 WIB,ridho_fikri1999,"['bulak', 'kenjeran', 'dampak']"
DQJNTI4k5PD,2025-10-24 20:29:43 WIB,yudaferrymahendra,"['besok', 'seng', 'air']"
DQJNTI4k5PD,2025-10-24 20:38:36 WIB,yesinovita,"['rumah', 'yak']"
DQJNTI4k5PD,2025-10-24 20:53:19 WIB,virmameisaroh,"['rumah', 'orang', 'coba', 'benowo', 'deh', 'me']"
DQJNTI4k5PD,2025-10-24 20:59:16 WIB,yesinovita,"['siang', 'benowo', 'malam', 'adil']"
DQJNTI4k5PD,2025-10-25 06:46:58 WIB,angelita_permata_lai_boeng,"['bulak', 'banteng', 'dampak']"
DQJNTI4k5PD,2025-10-25 08:35:19 WIB,milaarsita3,"['kalikepiting', 'dampak']"
DQJNTI4k5PD,2025-10-25 09:50:21 WIB,iis_chiedoel,"['bulan', 'ganggu', 'daerah', 'tambak', 'takut']"
DQJNTI4k5PD,2025-10-25 10:20:50 WIB,choky_pokoke_mancing,"['mati', 'air', 'bulan']"
DQJNTI4k5PD,2025-10-25 11:33:31 WIB,diniumar17,"['mantap', 'erti']"
DQJNTI4k5PD,2025-10-25 14:15:02 WIB,auliaachmad_afi,"['tambak', 'takut', 'mati', 'air']"
DQJNTI4k5PD,2025-10-25 16:24:32 WIB,nurissfarra,"['bulak', 'rukem', 'mati', 'timur', 'air', 'keluar']"
DQJNTI4k5PD,2025-10-25 16:47:57 WIB,arjunkhan1982,"['terima kasih', 'informasi']"
DQGVfPcDqP7,2025-10-22 16:14:37 WIB,bitsab34,"['suka', 'mati', 'air', 'informasi kebraon', 'kebraon']"
DQGVfPcDqP7,2025-10-22 16:16:17 WIB,ella_nurlailiyah,"['bongkar', 'madina', 'luhur', 'bu']"
DQGVfPcDqP7,2025-10-22 16:21:37 WIB,bitsab34,"['minimal', 'mah', 'informasi']"
DQJQbH4E2GE,2025-10-23 16:25:52 WIB,ikayuniasih,"['daerah', 'simo', 'gunung', 'siang', 'mati', 'air']"
DQJQbH4E2GE,2025-10-24 07:25:48 WIB,nandaayu_am,"['hari', 'mati', 'kasihan', 'usaha', 'penatu', 'air', 'mati']"
DQLEvfGE2xc,2025-10-24 08:15:35 WIB,mhmdrizkyy12._,['dokter']
DQLEvfGE2xc,2025-10-24 08:21:49 WIB,_frscarts,"['dokter', 'nasional']"
DQSogplE0iS,2025-10-27 08:10:41 WIB,aaffuuck,"['lidah', 'kulon', 'estimasi', 'kerja']"
DQSogplE0iS,2025-10-28 06:29:32 WIB,rini_arek_lmjg,"['jalan', 'raya', 'bungkal', 'sambikerep', 'air', 'mati', 'info', 'mati']"
DQIqAzuk46h,2025-10-23 11:45:30 WIB,surabayabertaqwa,['biar']
DQIqAzuk46h,2025-10-23 11:51:41 WIB,sukmaa.jaa,['ganggu']
DQIqAzuk46h,2025-10-23 11:53:33 WIB,wii1i,"['pbi', 'gatal']"
DQIqAzuk46h,2025-10-23 11:55:18 WIB,eha57461,"['besok', 'mati', 'rejosari', 'benowo', 'mati']"
DQIqAzuk46h,2025-10-23 11:58:08 WIB,eha57461,"['debit', 'air', 'rumah', 'pasang', 'kotak', 'culvert', 'pelan', 'rumah', 'aspal', 'keluar', 'air', 'bikin', 'jengkel']"
DQIqAzuk46h,2025-10-23 11:58:17 WIB,rrydwnt,"['minggu', 'mati', 'lo', 'jumat']"
DQIqAzuk46h,2025-10-23 12:01:38 WIB,no_vellia,"['mati', 'rajin', 'mati', 'air', 'mbok', 'air', 'gratis']"
DQIqAzuk46h,2025-10-23 12:15:25 WIB,chella.o,['biasa']
DQIqAzuk46h,2025-10-23 12:45:37 WIB,nurriya70,"['mem', 'ojok', 'mati']"
DQIqAzuk46h,2025-10-23 13:06:05 WIB,aal_iyaah111,"['minggu', 'pdam', 'mati', 'bicara', 'lak', 'keluar', 'jancok', 'pbi', 'salah', 'air', 'larang', 'mati', 'mati']"
DQIqAzuk46h,2025-10-23 13:36:18 WIB,for_siahaan,"['dampak', 'mem']"
DQIqAzuk46h,2025-10-23 16:28:45 WIB,pradiptarnd,"['mem', 'dampak', 'informasi', 'mohon']"
DQIqAzuk46h,2025-10-23 16:33:34 WIB,diazraaa,"['palm', 'mem', 'dampak', 'hobi', 'mati', 'air']"
DQIqAzuk46h,2025-10-23 18:07:17 WIB,agung_lintank,"['daerah', 'jalan', 'kaum', 'gang', 'masak', 'sabtu minggu', 'mati', 'air', 'keluar', 'lapor', 'call', 'center', 'tugas', 'periksa', 'minggu', 'pagi', 'mohon', 'perhati']"
DQIqAzuk46h,2025-10-23 18:44:24 WIB,candradwitiwi,"['respon', 'pdam', 'cepat', 'warga', 'air', 'lapor', 'kali', 'tugas', 'pdam', 'rumah']"
DQIqAzuk46h,2025-10-23 20:57:49 WIB,mayaprmtsr,['informasi']
DQIqAzuk46h,2025-10-23 23:16:39 WIB,natnu.tt,"['pbi', 'tiap hari', 'admin', 'lak']"
DQIqAzuk46h,2025-10-24 00:19:03 WIB,yynt_sec,"['mem', 'mati']"
DQIqAzuk46h,2025-10-24 03:00:17 WIB,ryulhannamaria,"['hobi', 'mati', 'air', 'kompensasi', 'air', 'gratis']"
DQIqAzuk46h,2025-10-24 05:07:55 WIB,nurianti_dwie,"['griya', 'citra', 'asri', 'mudah', 'mudah', 'dampak']"
DQIqAzuk46h,2025-10-24 06:09:31 WIB,rudipriyanto1983,"['pdam', 'pasang', 'pdam', 'makan', 'angin']"
DQIqAzuk46h,2025-10-24 06:15:03 WIB,orenjiiiiiii__,['minggu']
DQIqAzuk46h,2025-10-24 16:12:57 WIB,febridhaayu,[]
